"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","multi_arm1","multi_arm2","outcome_type","outcome_domain","gambling_outcome","instrument","mean_arm1","sd_arm1","n_arm1","mean_arm2","sd_arm2","n_arm2","md_arm1varm2","common_sd_arm1vsarm2","year","time_weeks","time","format","format_details","country","mean_age","percent_women","sg","ac","ba","itt","rob","full_ref","doi","abstract","title","url","journal","id_study","culture"
"45","Sylvain, 1997","Sylvain, 1997",1.35652060259411,0.402724258023046,"cbt","wl","Canada","H",NA,NA,"msd","gambling","frequency","frequency",0.2,0.6,14,2.1,1.8,15,NA,NA,1997,NA,"post","ind","ind","can",40.2,0,0,0,0,0,0,"Sylvain, C., Ladouceur, R., & Boisvert, J. M. (1997). Cognitive and behavioral treatment of pathological gambling: a controlled study. Journal of consulting and Clinical Psychology, 65(5), 727-732.","10.1037/0022-006X.65.5.727","This study evaluated the efficacy of a cognitive-behavioral treatment package for pathological gambling. Twenty-nine men who met criteria for pathological gambling in accordance with the Diagnostic and Statistical Manual of Mental Disorders (3rd ed., revised; DSM-III-R; American Psychiatric Association, 1987) were randomly assigned to treatment or wait-list control. The treatment included 4 components: (a) cognitive correction of erroneous perceptions about gambling, (b) problem-solving training, (c) social skills training, and (d) relapse prevention. The dependent variables were the South Oaks Gambling Screen, perception of control, frequency of gambling, perceived self-efficacy, desire to gamble, and number of DSM-III-R criteria met by participants. Posttest results indicated highly significant changes in the treatment group on all outcome measures, and analysis of data from 6- and 12-month follow-ups revealed maintenance of therapeutic gains. Recommendations for clinical interventions are discussed and focus on the cognitive correction of erroneous perceptions of gambling. ","Cognitive and behavioral treatment of pathological gambling: A controlled study.","https://psycnet.apa.org/doiLanding?doi=10.1037%2F0022-006x.65.5.727","Journal of Consulting and Clinical Psychology","Sylvain, 1997","A - Western"
"46","Wong, 2015","Wong, 2015",0.302259649816671,0.352120719030309,"cbt","cau","China","UM",NA,NA,"msd","gambling","frequency","frequency",2.86,1.92,15,3.53,2.36,16,NA,NA,2015,10,"post","grp","grp","eas",NA,0,0,0,0,1,1,"Wong, D. F. K., Chung, C. L. P., Wu, J., Tang, J., & Lau, P. (2015). A preliminary study of an integrated and culturally attuned cognitive behavioral group treatment for Chinese problem gamblers in Hong Kong. Journal of Gambling Studies, 31(3), 1015-1027.","10.1007/s10899-014-9457-2","Chinese people may have a higher rate of gambling problems than other cultural groups. However, there are very few clinical outcome studies that have demonstrated the effectiveness of clinical interventions for helping Chinese gamblers. Cognitive behavioural therapy (CBT) has been found to be effective for helping problem gamblers to significantly reduce their gambling problems in western countries. Very few CBT clinical trials have been conducted with the Chinese populations, and the results were masked by methodological limitations. This preliminary study attempted to test the effectiveness of an integrated and culturally attuned CBT group treatment for Chinese problem gamblers in Hong Kong. This study adopted a randomized control design and 38 participants were allocated randomly to the experimental condition (n = 18) and control condition (n = 20). The experimental group received 10 weekly CBT group sessions and individual counseling services while control group only received the individual counseling services. Significant decreases in gambling severity and frequencies of gambling were found in the experimental group. The findings also showed that a change in gambling cognitions predicted the changes in gambling severity and gambling urge while a change in gambling severity was also linked to a change in depression. Preliminary evidence highlights the potential benefits of an integrated and culturally attuned CBT group treatment for Chinese problem gamblers in Hong Kong. However, a more vigorous research design with a larger sample is needed to provide solid evidence of the effectiveness of the model for Chinese problem gamblers.","A Preliminary Study of an Integrated and Culturally Attuned Cognitive Behavioral Group Treatment for Chinese Problem Gamblers in Hong Kong","https://link.springer.com/article/10.1007/s10899-014-9457-2","Journal of Gambling Studies","Wong, 2015","A - Western"
"47","Casey, 2017","Casey, 2017",1.23407304203857,0.280700179400134,"cbt","wl","Australia","H",NA,NA,"msd","gambling","severity","gsas",14,11.05,22,27.16,10.27,43,NA,NA,2017,6,"post","ind","ind","au",44.5,0.58,1,0,0,0,1,"Casey, L. M., Oei, T. P., Raylu, N., Horrigan, K., Day, J., Ireland, M., & Clough, B. A. (2017). Internet-based delivery of cognitive behaviour therapy compared to monitoring, feedback and support for problem gambling: a randomised controlled trial. Journal of gambling studies, 33(3), 993-1010.","10.1007/s10899-016-9666-y","The aim of this study was to investigate the efficacy of an Internet-based cognitive behavioural therapy program (I-CBT) for the treatment of problem gambling, when compared to a waitlist control and an active comparison condition consisting of monitoring, feedback, and support (I-MFS). Participants (N = 174) were randomly allocated to the three conditions. Variables of interest were gambling outcome and related mental health measures. Participants in the active conditions (I-CBT and I-MFS) completed six online modules. Both I-CBT and I-MFS conditions resulted in significant treatment gains on gambling severity. However, I-CBT was also associated with reductions in a range of other gambling-related and mental health outcomes. Compared with I-MFS, I-CBT produced greater effects across seven outcomes measures, relating to gambling urges, cognitions, stress, and life satisfaction. I-CBT participants also rated the program as significantly more satisfactory. Treatment gains observed for both active conditions were found to be stable through to 12 month follow up. The results indicate that the benefits of I-CBT were more than simply the non-specific effects of engaging in online treatment or receiving motivation, feedback, and support. Online treatments for gambling may be a valuable tool in increasing help-seeking and treatment engagement in this population, and be integrated as part of stepped care approaches to treatment.","Internet-Based Delivery of Cognitive Behaviour Therapy Compared to Monitoring, Feedback and Support for Problem Gambling: A Randomised Controlled Trial","https://link.springer.com/article/10.1007/s10899-016-9666-y","Journal of Gambling Studies","Casey, 2017","A - Western"
"48","Cunningham, 2019","Cunningham, 2019",-0.115359486762375,0.120036298148586,"cbt","wl","Canada","H",NA,NA,"msd","gambling","severity","gsas",7.16,2.95,129,6.82,2.93,149,NA,NA,2019,6,"post","ind","ind","can",36.5,0.55,1,1,0,1,3,"Cunningham, J. A., Godinho, A., & Hodgins, D. C. (2019). Pilot randomized controlled trial of an online intervention for problem gamblers. Addictive Behaviors Reports, 9, 100175.","10.1016/j.abrep.2019.100175","Introduction
This pilot randomized controlled trial sought to evaluate whether an online intervention for problem gambling could lead to improved gambling outcomes compared to a no intervention control. Participants were recruited through a crowdsourcing platform.  Methods
Participants were recruited to complete an online survey about their gambling through the Mechanical Turk platform. Those who scored 5 or more on the Problem Gambling Severity Index and were thinking about quitting or reducing their gambling were invited to complete 6-week and 6-month follow-ups. Each potential participant who agreed was sent a unique password. Participants who used their password to log onto the study portal were randomized to either access an online intervention for gambling or to a no intervention control. Results
A total of 321 participants were recruited, of which 87% and 88% were followed-up at 6 weeks and 6 months, respectively. Outcome analyses revealed that, while there were reductions in gambling from baseline to follow-ups, there was no significant observable impact of the online gambling intervention, as compared to a no intervention control condition. Conclusions
While the current trial observed no impact of the intervention, replication is merited with a larger sample size, and with participants who are not recruited through a crowdsourcing platform.","Pilot randomized controlled trial of an online intervention for problem gamblers","https://www.sciencedirect.com/science/article/pii/S2352853219300252","Addictive Behaviors Reports","Cunningham, 2019","A - Western"
"49","Ede, 2020","Ede, 2020",6.67401157757693,0.807989074022412,"cbt","wl","Nigeria","LM",NA,NA,"msd","gambling","severity","gsas",10.6,1.27,20,33.67,4.62,20,NA,NA,2020,8,"post","grp","grp","oth",23,0.3,1,1,0,1,3,"Ede, M. O., Omeje, J. C., Ncheke, D. C., Agah, J. J., Chinweuba, N. H., & Amoke, C. V. (2020). Assessment of the effectiveness of group cognitive behavioural therapy in reducing pathological gambling. Journal of Gambling Studies, 36(4), 1325-1339.","10.1007/s10899-020-09981-y","Pathological gambling is a developmental disorder usually associated with a continuous loss of control over gambling; it also involves a preoccupation with gambling and with obtaining money for the same purpose of gambling, irrational thinking, and a continuation of the behaviour despite being aware of its adverse consequences. This study examined the effectiveness of group cognitive-behavioural therapy (GCBT) on pathological gambling among Nigerian students. The study used a group randomised controlled trial design to assign participants to intervention and control groups. A total of 40 undergraduate students, aged 18–30, were classified as pathological gamblers (participants) in this study. Participants completed self-report scales titled South oaks gambling screen and Gambling Symptom Assessment Scale at three-time points. The intervention lasted for 8 weeks. The data collected were statistically analysed using repeated-measures ANOVA. Results revealed that GCBT has a significant effect in decreasing the symptoms of pathological gambling among the participants in GCBT compared to those in the control group and that the improvements were maintained at follow-up. The study concluded that group cognitive-behavioural therapy is impactful therapy in reducing pathological gambling among students. It has also validated the effectiveness of cognitive-behavioural therapy in altering erroneous thoughts and replacing it with a better alternative realistic way of thinking.","Assessment of the Effectiveness of Group Cognitive Behavioural Therapy in Reducing Pathological Gambling","https://link.springer.com/article/10.1007/s10899-020-09981-y","Journal of Gambling Studies","Ede, 2020","B - Non-Western"
"50","Grant, 2009","Grant, 2009",0.889231808969184,0.251700597179558,"cbt","cau","USA","H",NA,NA,"msd","gambling","severity","gsas",19.9,11.2,33,29.7,10.6,35,NA,NA,2009,8,"post","ind","ind","us",48.7,0.63,0,0,0,1,1,"Grant, J. E., Donahue, C. B., Odlaug, B. L., Kim, S. W., Miller, M. J., & Petry, N. M. (2009). Imaginal desensitisation plus motivational interviewing for pathological gambling: randomised controlled trial. The British Journal of Psychiatry, 195(3), 266-267.","10.1192/bjp.bp.108.062414","Sixty-eight individuals were randomised to either six sessions of imaginal desensitisation plus motivational interviewing (IDMI) or Gamblers Anonymous. Individuals assigned to IDMI had significantly greater reductions in Yale–Brown Obsessive Compulsive Scale Modified for Pathological Gambling total scores, gambling urges and gambling behaviour. People who failed to respond to Gamblers Anonymous reported significantly greater reduction in pathological gambling symptoms following later assignment to IDMI. Abstinence was achieved by 63.6% during the acute IDMI treatment period.","Imaginal desensitisation plus motivational interviewing for pathological gambling: randomised controlled trial","https://www.cambridge.org/core/journals/the-british-journal-of-psychiatry/article/imaginal-desensitisation-plus-motivational-interviewing-for-pathological-gambling-randomised-controlled-trial/7A2F7986A04C4DDE62C30BDD38B4258F","The British Journal of Psychiatry","Grant, 2009","A - Western"
"51","So, 2020","So, 2020",0.150597379576918,0.142193636148503,"cbt","ao","Japan","H",NA,NA,"md","gambling","severity","gsas",NA,NA,96,NA,NA,101,-3.14,20.77,2020,4,"post","ind","ind","eas",36.3,0.21,1,1,0,1,3,"So, R., Furukawa, T. A., Matsushita, S., Baba, T., Matsuzaki, T., Furuno, S., ... & Higuchi, S. (2020). Unguided chatbot-delivered cognitive behavioural intervention for problem gamblers through messaging app: a randomised controlled trial. Journal of Gambling Studies, 36(4), 1391-1407.","10.1007/s10899-020-09935-4","Internet-delivered intervention may be an acceptable alternative for the more than 90% of problem gamblers who are reluctant to seek face-to-face support. Thus, we aimed to (1) develop a low-dropout unguided intervention named GAMBOT integrated with a messaging app; and (2) investigate its effect. The present study was a randomised, quadruple-blind, controlled trial. We set pre-to-post change in the Problem Gambling Severity Index (PGSI) as the primary outcome and pre-to-post change in the Gambling Symptom Assessment Scale (G-SAS) as a secondary outcome. Daily monitoring, personalised feedback, and private messages based on cognitive behavioural theory were offered to participants in the intervention group through a messaging app for 28 days (GAMBOT). Participants in the control group received biweekly messages only for assessments for 28 days (assessments only). A total of 197 problem gamblers were included in the primary analysis. We failed to demonstrate a significant between-group difference in the primary outcome (PGSI − 1.14, 95% CI − 2.75 to 0.47, p = 0.162) but in the secondary outcome (G-SAS − 3.14, 95% CI − 0.24 to − 6.04, p = 0.03). Only 6.7% of the participants dropped out during follow-up and 77% of the GAMBOT group participants (74/96) continued to participate in the intervention throughout the 28-day period. Integrating intervention into a chatbot feature on a frequently used messaging app shows promise in helping to overcome the high dropout rate of unguided internet-delivered interventions. More effective and sophisticated contents delivered by a chatbot should be sought to engage over 90% of problem gamblers who are reluctant to seek face-to-face support.","Unguided Chatbot-Delivered Cognitive Behavioural Intervention for Problem Gamblers Through Messaging App: A Randomised Controlled Trial","https://link.springer.com/article/10.1007/s10899-020-09935-4","Journal of Gambling Studies","So, 2020","B - Non-Western"
"52","Abbott, 2018","Abbott, 2018",0.0491184397167087,0.146036106492246,"cbt","cau","Australia","H","wb + telephone","cau","msd","gambling","intensity","intensity",9,16.66,87,10,22.96,100,NA,NA,2018,12,"post","ind","ind","au",39.2,0.53,1,1,1,1,4,"Abbott, M., Hodgins, D. C., Bellringer, M., Vandal, A. C., Palmer Du Preez, K., Landon, J., ... & Feigin, V. (2018). Brief telephone interventions for problem gambling: A randomized controlled trial. Addiction, 113(5), 883-895.","10.1111/add.14149","Background and aims: Problem gambling is a significant public health issue world-wide. There is substantial investment in publicly funded intervention services, but limited evaluation of effectiveness. This study investigated three brief telephone interventions to determine whether they were more effective than standard helpline treatment in helping people to reduce gambling. Design: Randomized clinical trial. Setting: National gambling helpline in New Zealand. Participants: A total of 462 adults with problem gambling. INTERVENTIONS AND COMPARATOR: (1) Single motivational interview (MI), (2) single motivational interview plus cognitive-behavioural self-help workbook (MI + W) and (3) single motivational interview plus workbook plus four booster follow-up telephone interviews (MI + W + B). Comparator was helpline standard care [treatment as usual (TAU)]. Blinded follow-up was at 3, 6 and 12 months. Measurements: Primary outcomes were days gambled, dollars lost per day and treatment goal success. Findings: There were no differences across treatment arms, although participants showed large reductions in gambling during the 12-month follow-up period [mean reduction of 5.5 days, confidence interval (CI) = 4.8, 6.2; NZ$38 lost ($32, $44; 80.6%), improved (77.2%, 84.0%)]. Subgroup analysis revealed improved days gambled and dollars lost for MI + W + B over MI or MI + W for a goal of reduction of gambling (versus quitting) and improvement in dollars lost by ethnicity, gambling severity and psychological distress (all P < 0.01). MI + W + B was associated with greater treatment goal success for higher gambling severity than TAU or MI at 12 months and also better for those with higher psychological distress and lower self-efficacy to MI (all P < 0.01). TAU and MI were found to be equivalent in terms of dollars lost. Conclusions: In treatment of problem gambling in New Zealand, brief telephone interventions are associated with changes in days gambling and dollars lost similar to more intensive interventions, suggesting that more treatment is not necessarily better than less. Some client subgroups, in particular those with greater problem severity and greater distress, achieve better outcomes when they receive more intensive treatment.","Brief telephone interventions for problem gambling: a randomized controlled trial","https://onlinelibrary.wiley.com/doi/full/10.1111/add.14149","Addiction","Abbott, 2018","A - Western"
"53","Abbott, 2018","Abbott, 2018",0.0460376518585977,0.141615358842742,"cbt","cau","Australia","H","wb","cau","msd","gambling","intensity","intensity",9,20.2,98,10,22.96,100,NA,NA,2018,12,"post","ind","ind","au",39.2,0.53,1,1,1,1,4,"Abbott, M., Hodgins, D. C., Bellringer, M., Vandal, A. C., Palmer Du Preez, K., Landon, J., ... & Feigin, V. (2018). Brief telephone interventions for problem gambling: A randomized controlled trial. Addiction, 113(5), 883-895.","10.1111/add.14149","Background and aims: Problem gambling is a significant public health issue world-wide. There is substantial investment in publicly funded intervention services, but limited evaluation of effectiveness. This study investigated three brief telephone interventions to determine whether they were more effective than standard helpline treatment in helping people to reduce gambling. Design: Randomized clinical trial. Setting: National gambling helpline in New Zealand. Participants: A total of 462 adults with problem gambling. INTERVENTIONS AND COMPARATOR: (1) Single motivational interview (MI), (2) single motivational interview plus cognitive-behavioural self-help workbook (MI + W) and (3) single motivational interview plus workbook plus four booster follow-up telephone interviews (MI + W + B). Comparator was helpline standard care [treatment as usual (TAU)]. Blinded follow-up was at 3, 6 and 12 months. Measurements: Primary outcomes were days gambled, dollars lost per day and treatment goal success. Findings: There were no differences across treatment arms, although participants showed large reductions in gambling during the 12-month follow-up period [mean reduction of 5.5 days, confidence interval (CI) = 4.8, 6.2; NZ$38 lost ($32, $44; 80.6%), improved (77.2%, 84.0%)]. Subgroup analysis revealed improved days gambled and dollars lost for MI + W + B over MI or MI + W for a goal of reduction of gambling (versus quitting) and improvement in dollars lost by ethnicity, gambling severity and psychological distress (all P < 0.01). MI + W + B was associated with greater treatment goal success for higher gambling severity than TAU or MI at 12 months and also better for those with higher psychological distress and lower self-efficacy to MI (all P < 0.01). TAU and MI were found to be equivalent in terms of dollars lost. Conclusions: In treatment of problem gambling in New Zealand, brief telephone interventions are associated with changes in days gambling and dollars lost similar to more intensive interventions, suggesting that more treatment is not necessarily better than less. Some client subgroups, in particular those with greater problem severity and greater distress, achieve better outcomes when they receive more intensive treatment.","Brief telephone interventions for problem gambling: a randomized controlled trial","https://onlinelibrary.wiley.com/doi/full/10.1111/add.14149","Addiction","Abbott, 2018","A - Western"
"54","Boudreault, 2018","Boudreault, 2018",0.382817900390095,0.27073880070112,"cbt","wl","Canada","H",NA,NA,"msd","gambling","intensity","intensity",476.56,2035.59,27,1267.28,2035.59,27,NA,NA,2018,11,"post","ind","ind","can",51.5,0.39,1,0,0,1,2,"Boudreault, C., Giroux, I., Jacques, C., Goulet, A., Simoneau, H., & Ladouceur, R. (2018). Efficacy of a self-help treatment for at-risk and pathological gamblers. Journal of Gambling Studies, 34(2), 561-580.","10.1007/s10899-017-9717-z","Available evidence suggests that self-help treatments may reduce problem gambling severity but inconsistencies of results across clinical trials leave the extent of their benefits unclear. Moreover, no self-help treatment has yet been validated within a French Canadian setting. The current study therefore assesses the efficacy of a French language self-help treatment including three motivational telephone interviews spread over an 11-week period and a cognitive-behavioral self-help workbook. At-risk and pathological gamblers were randomly assigned to the treatment group (n = 31) or the waiting list (n = 31). Relative to the waiting list, the treatment group showed a statistically significant reduction in the number of DSM-5 gambling disorder criteria met, gambling habits, and gambling consequences at Week 11. Perceived self-efficacy and life satisfaction also significantly improved after 11 weeks for the treatment group, but not for the waiting list group. At Week 11, 13% of participants had dropped out of the study. All significant changes reported for the treatment group were maintained throughout 1, 6 and 12-month follow-ups. Results support the efficacy of the self-help treatment to reduce problem gambling severity, gambling behaviour and to improve overall functioning among a sample of French Canadian problem gamblers over short, medium and long term. Findings from this study lend support to the appropriateness of self-help treatments for problem gamblers and help clarify inconsistencies found in the literature. The low dropout rate is discussed with respect to the advantages of the self-help format. Clinical and methodological implications of the results are put forth.","Efficacy of a Self-Help Treatment for At-Risk and Pathological Gamblers","https://link.springer.com/article/10.1007/s10899-017-9717-z","Journal of Gambling Studies","Boudreault, 2018","A - Western"
"55","Carlbring, 2010","Carlbring, 2010",0.438165855030177,0.572299032039806,"cbt","wl","Sweden","H",NA,NA,"msd","gambling","intensity","intensity",9300,8235.86,8,19349.17,36547.06,4,NA,NA,2010,12,"post","ind","ind","eu",40.5,0.16,1,1,0,1,3,"Carlbring, P., Jonsson, J., Josephson, H., & Forsberg, L. (2010). Motivational interviewing versus cognitive behavioral group therapy in the treatment of problem and pathological gambling: A randomized controlled trial. Cognitive Behaviour Therapy, 39(2), 92-103.","10.1080/16506070903190245","Pathological gambling is a widespread problem with major implications for society and the individual. There are effective treatments, but little is known about the relative effectiveness of different treatments. The aim of this study was to test the effectiveness of motivational interviewing, cognitive behavioral group therapy, and a no-treatment control (wait-list) in the treatment of pathological gambling. This was done in a randomized controlled trial at an outpatient dependency clinic at Karolinska Institute (Stockholm, Sweden). A total of 150 primarily self-recruited patients with current gambling problems or pathological gambling according to an NORC DSM-IV screen for gambling problems were randomized to four individual sessions of motivational interviewing (MI), eight sessions of cognitive behavioral group therapy (CBGT), or a no-treatment wait-list control. Gambling-related measures derived from timeline follow-back as well as general levels of anxiety and depression were administered at baseline, termination, and 6 and 12 months posttermination. Treatment showed superiority in some areas over the no-treatment control in the short term, including the primary outcome measure. No differences were found between MI and CBGT at any point in time. Instead, both MI and CBGT produced significant within-group decreases on most outcome measures up to the 12-month follow-up. Both forms of intervention are promising treatments, but there is room for improvement in terms of both outcome and compliance.","Motivational Interviewing Versus Cognitive Behavioral Group Therapy in the Treatment of Problem and Pathological Gambling: A Randomized Controlled Trial","https://www.tandfonline.com/doi/full/10.1080/16506070903190245","Cognitive Behaviour Therapy ","Carlbring, 2010","A - Western"
"56","Casey, 2017","Casey, 2017",0.398796148514238,0.253185020470792,"cbt","wl","Australia","H",NA,NA,"msd","gambling","intensity","intensity",96.33,189.1,24,251,454.44,44,NA,NA,2017,6,"post","ind","ind","au",44.5,0.58,1,0,0,0,1,"Casey, L. M., Oei, T. P., Raylu, N., Horrigan, K., Day, J., Ireland, M., & Clough, B. A. (2017). Internet-based delivery of cognitive behaviour therapy compared to monitoring, feedback and support for problem gambling: a randomised controlled trial. Journal of gambling studies, 33(3), 993-1010.","10.1007/s10899-016-9666-y","The aim of this study was to investigate the efficacy of an Internet-based cognitive behavioural therapy program (I-CBT) for the treatment of problem gambling, when compared to a waitlist control and an active comparison condition consisting of monitoring, feedback, and support (I-MFS). Participants (N = 174) were randomly allocated to the three conditions. Variables of interest were gambling outcome and related mental health measures. Participants in the active conditions (I-CBT and I-MFS) completed six online modules. Both I-CBT and I-MFS conditions resulted in significant treatment gains on gambling severity. However, I-CBT was also associated with reductions in a range of other gambling-related and mental health outcomes. Compared with I-MFS, I-CBT produced greater effects across seven outcomes measures, relating to gambling urges, cognitions, stress, and life satisfaction. I-CBT participants also rated the program as significantly more satisfactory. Treatment gains observed for both active conditions were found to be stable through to 12 month follow up. The results indicate that the benefits of I-CBT were more than simply the non-specific effects of engaging in online treatment or receiving motivation, feedback, and support. Online treatments for gambling may be a valuable tool in increasing help-seeking and treatment engagement in this population, and be integrated as part of stepped care approaches to treatment.","Internet-Based Delivery of Cognitive Behaviour Therapy Compared to Monitoring, Feedback and Support for Problem Gambling: A Randomised Controlled Trial","https://link.springer.com/article/10.1007/s10899-016-9666-y","Journal of Gambling Studies","Casey, 2017","A - Western"
"57","Dowling, 2007","Dowling, 2007",1.07649462640712,0.380528934079454,"cbt","wl","Australia","H","ind","wl","msd","gambling","intensity","intensity",32,50,12,303,306,20,NA,NA,2007,12,"post","ind","ind","au",44,1,0,0,0,1,1,"Dowling, N., Smith, D., & Thomas, T. (2007). A comparison of individual and group cognitive-behavioural treatment for female pathological gambling. Behaviour Research and Therapy, 45(9), 2192-2202.","10.1016/j.brat.2006.11.003","The current study aimed to determine the differential efficacy of a cognitive-behavioural treatment program for female pathological gamblers delivered in individual and group format. Fifty-six female pathological gamblers with electronic gaming machine gambling problems were randomly assigned to the control (waiting list) group or one of the treatment groups (individual or group treatment). Treatment comprised a 12-session program including financial limit setting, alternative activity planning, cognitive correction, problem solving, communication training, relapse prevention, and imaginal desensitisation. Treatment outcome was evaluated with conceptually related measures within the areas of gambling behaviour and psychological functioning. While individual and group treatment formats generally produced comparable outcomes in terms of gambling behaviour and psychological functioning, group treatment failed to produce superior outcomes to the control group in relation to several measures of psychological functioning. Moreover, by the completion of the six-month follow-up, 92% of the gamblers allocated to individual treatment compared with 60% allocated to group treatment no longer satisfied the diagnostic criteria for pathological gambling. These findings suggest that some caution should be employed when delivering cognitive-behavioural treatment in a group format until further research is conducted to establish its efficacy.","A comparison of individual and group cognitive-behavioural treatment for female pathological gambling","https://www.sciencedirect.com/science/article/pii/S0005796706002671","Behaviour Research and Therapy","Dowling, 2007","A - Western"
"58","Dowling, 2007","Dowling, 2007",0.557949006720594,0.34034039528586,"cbt","wl","Australia","H","grp","wl","msd","gambling","intensity","intensity",162,129,15,303,306,20,NA,NA,2007,12,"post","grp","grp","au",43.6,1,0,0,0,1,1,"Dowling, N., Smith, D., & Thomas, T. (2007). A comparison of individual and group cognitive-behavioural treatment for female pathological gambling. Behaviour Research and Therapy, 45(9), 2192-2202.","10.1016/j.brat.2006.11.003","The current study aimed to determine the differential efficacy of a cognitive-behavioural treatment program for female pathological gamblers delivered in individual and group format. Fifty-six female pathological gamblers with electronic gaming machine gambling problems were randomly assigned to the control (waiting list) group or one of the treatment groups (individual or group treatment). Treatment comprised a 12-session program including financial limit setting, alternative activity planning, cognitive correction, problem solving, communication training, relapse prevention, and imaginal desensitisation. Treatment outcome was evaluated with conceptually related measures within the areas of gambling behaviour and psychological functioning. While individual and group treatment formats generally produced comparable outcomes in terms of gambling behaviour and psychological functioning, group treatment failed to produce superior outcomes to the control group in relation to several measures of psychological functioning. Moreover, by the completion of the six-month follow-up, 92% of the gamblers allocated to individual treatment compared with 60% allocated to group treatment no longer satisfied the diagnostic criteria for pathological gambling. These findings suggest that some caution should be employed when delivering cognitive-behavioural treatment in a group format until further research is conducted to establish its efficacy.","A comparison of individual and group cognitive-behavioural treatment for female pathological gambling","https://www.sciencedirect.com/science/article/pii/S0005796706002671","Behaviour Research and Therapy","Dowling, 2007","A - Western"
"59","Hodgins, 2001","Hodgins, 2001",0.625389631197836,0.251421986284229,"cbt","wl","Canada","H","mi","wl","msd","gambling","intensity","intensity",62.3,95.9,31,141.1,145.7,34,NA,NA,2001,12,"post","ind","ush","can",46,0.52,0,0,0,0,0,"Hodgins, D. C., Currie, S. R., & el-Guebaly, N. (2001). Motivational enhancement and self-help treatments for problem gambling. Journal of Consulting and Clinical Psychology, 69(1), 50-57.","10.1037/0022-006X.69.1.50","Two brief treatments for problem gambling were compared with a waiting-list control in a randomized trial. Eighty-four percent of participants (N = 102) reported a significant reduction in gambling over a 12-month follow-up period. Participants who received a motivational enhancement telephone intervention and a self-help workbook in the mail, but not those who received the workbook only, had better outcomes than participants in a 1-month waiting-list control. Participants who received the motivational interview and workbook showed better outcomes than those receiving the workbook only at 3-and 6-month follow-ups. At the 12-month follow-up, the advantage of the motivational interview and workbook condition was found only for participants with less severe gambling problems. Overall, these results support the effectiveness of a brief telephone and mail-based treatment for problem gambling.","Motivational enhancement and self-help treatments for problem gambling.","https://psycnet.apa.org/record/2001-14541-006","Journal of Consulting and Clinical Psychology","Hodgins, 2001","A - Western"
"60","Hodgins, 2001","Hodgins, 2001",0.202658004977114,0.24216925262856,"cbt","wl","Canada","H","wb","wl","msd","gambling","intensity","intensity",184.7,264.5,33,141.1,145.7,34,NA,NA,2001,12,"post","ind","ush","can",46,0.52,0,0,0,0,0,"Hodgins, D. C., Currie, S. R., & el-Guebaly, N. (2001). Motivational enhancement and self-help treatments for problem gambling. Journal of Consulting and Clinical Psychology, 69(1), 50-57.","10.1037/0022-006X.69.1.50","Two brief treatments for problem gambling were compared with a waiting-list control in a randomized trial. Eighty-four percent of participants (N = 102) reported a significant reduction in gambling over a 12-month follow-up period. Participants who received a motivational enhancement telephone intervention and a self-help workbook in the mail, but not those who received the workbook only, had better outcomes than participants in a 1-month waiting-list control. Participants who received the motivational interview and workbook showed better outcomes than those receiving the workbook only at 3-and 6-month follow-ups. At the 12-month follow-up, the advantage of the motivational interview and workbook condition was found only for participants with less severe gambling problems. Overall, these results support the effectiveness of a brief telephone and mail-based treatment for problem gambling.","Motivational enhancement and self-help treatments for problem gambling.","https://psycnet.apa.org/record/2001-14541-006","Journal of Consulting and Clinical Psychology","Hodgins, 2001","A - Western"
"61","Ladouceur, 2001","Ladouceur, 2001",0.705788166697113,0.255780185023093,"cbt","wl","Canada","H",NA,NA,"msd","gambling","intensity","intensity",39,173,35,271,444,29,NA,NA,2001,12,"post","ind","ind","can",42,0.17,0,0,0,0,0,"Ladouceur, R., Sylvain, C., Boutin, C., Lachance, S., Doucet, C., Leblond, J., & Jacques, C. (2001). Cognitive treatment of pathological gambling. The Journal of Nervous and Mental Disease, 189(11), 774-780.","10.1097/00005053-200111000-00007","This study evaluated the efficacy of a cognitive treatment package for pathological gambling. Sixty-six gamblers, meeting DSM-IV criteria for pathological gambling, were randomly assigned to treatment or wait-list control conditions. Cognitive correction techniques were used first to target gamblers' erroneous perceptions about randomness and then to address issues of relapse prevention. The dependent measures used were the South Oaks Gambling Screen, the number of DSM-IV criteria for pathological gambling met by participants, as well as gamblers' perception of control, frequency of gambling, perceived self-efficacy, and desire to gamble. Posttest results indicated highly significant changes in the treatment group on all outcome measures, and analysis of data from 6- and 12-month follow-ups revealed maintenance of therapeutic gains. Recommendations for clinical interventions are discussed, focusing on the cognitive correction of erroneous perceptions toward the notion of randomness.","Cognitive treatment of pathological gambling","https://journals.lww.com/jonmd/Fulltext/2001/11000/Cognitive_Treatment_of_Pathological_Gambling.7.aspx","The Journal of Nervous and Mental Disease","Ladouceur, 2001","A - Western"
