"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","multi_arm1","multi_arm2","year","time_weeks","time","format","format_details","n_sessions_arm1","country","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","rob","notes","full_ref","culture"
"92","Heimberg, 1998","Heimberg_1998_msd_SCL90phob_post_NA_self-report_cbt_otherctr_NA_NA",0,0.269724531237562,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"93","Heimberg, 1998","Heimberg_1998_msd_SCL90anx_post_NA_self-report_cbt_otherctr_NA_NA",-0.101585065224717,0.269903431442072,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"94","Heimberg, 1998","Heimberg_1998_msd_FQsr_post_NA_self-report_cbt_otherctr_NA_NA",2.68202179846077,0.37422501907903,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"95","Heimberg, 1998","Heimberg_1998_msd_ADIS-R_post_NA_cr_cbt_otherctr_NA_NA",0.996693109641836,0.286434269727899,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"96","Heimberg, 1998","Heimberg_1998_msd_Severity_post_NA_cr_cbt_otherctr_NA_NA",0.374444126593541,0.27214514086572,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"97","Heimberg, 1998","Heimberg_1998_msd_LSAS-sa_post_NA_cr_cbt_otherctr_NA_NA",0.355088043031316,0.271902328557936,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"98","Heimberg, 1998","Heimberg_1998_msd_LSAS-pa_post_NA_cr_cbt_otherctr_NA_NA",0.0864140852544646,0.269853998501236,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"99","Heimberg, 1998","Heimberg_1998_msd_LSAS-sf_post_NA_cr_cbt_otherctr_NA_NA",0.245537976100265,0.27076803297251,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"100","Heimberg, 1998","Heimberg_1998_msd_LSAS-pf_post_NA_cr_cbt_otherctr_NA_NA",0.276244899496574,0.271044677761305,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"101","Heimberg, 1998","Heimberg_1998_msd_FQsp_post_NA_self-report_cbt_otherctr_NA_NA",0.408556620700359,0.272603836685098,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"102","Heimberg, 1998","Heimberg_1998_msd_SADS_post_NA_self-report_cbt_otherctr_NA_NA",0.403508453758598,0.272533486672557,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"103","Heimberg, 1998","Heimberg_1998_msd_FNE_post_NA_self-report_cbt_otherctr_NA_NA",0.543305418981526,0.274795833568196,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"104","Heimberg, 1998","Heimberg_1998_msd_SPS_post_NA_self-report_cbt_otherctr_NA_NA",-0.167571583051743,0.270211055326603,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"105","Heimberg, 1998","Heimberg_1998_msd_SIAS_post_NA_self-report_cbt_otherctr_NA_NA",0.0846009769096353,0.269848623864124,"cbt","other ctr","USA","H",NA,NA,1998,12,"post","grp","grp",12,"North America","adul",34.9,0.496,"oth","sad","adul",0,NA,"Heimberg, R. G., Liebowitz, M. R., Hope, D. A., Schneier, F. R., Holt, C. S., Welkowitz, L. A., Juster, H. R., Campeas, R., Bruch, M. A., Cloitre, M., Fallon, B., & Klein, D. F. (1998). Cognitive behavioral group therapy vs phenelzine therapy for social phobia: 12-week outcome. Arch Gen Psychiatry, 55(12), 1133-1141. https://doi.org/10.1001/archpsyc.55.12.1133","A - Western"
"106","Himle, 2014","Himle_2014_msd_SCIDspss_post_NA_cr_cbt_cau_NA_NA",1.14836411193628,0.283982621400391,"cbt","cau","USA","H",NA,NA,2014,4,"post","grp","grp",12,"North America","adul",43.59,0.328,"oth","sad","stud/oth",0,"unemployed homeless","Himle, J. A., Bybee, D., Steinberger, E., Laviolette, W. T., Weaver, A., Vlnka, S., Golenberg, Z., Levine, D. S., Heimberg, R. G., & O'Donnell, L. A. (2014). Work-related CBT versus vocational services as usual for unemployed persons with social anxiety disorder: A randomized controlled pilot trial. Behav Res Ther, 63, 169-176. https://doi.org/10.1016/j.brat.2014.10.005 ","A - Western"
"107","Himle, 2014","Himle_2014_msd_MiniSPIN_post_NA_cr_cbt_cau_NA_NA",0.68392049462548,0.270385914557258,"cbt","cau","USA","H",NA,NA,2014,4,"post","grp","grp",12,"North America","adul",43.59,0.328,"oth","sad","stud/oth",0,"unemployed homeless","Himle, J. A., Bybee, D., Steinberger, E., Laviolette, W. T., Weaver, A., Vlnka, S., Golenberg, Z., Levine, D. S., Heimberg, R. G., & O'Donnell, L. A. (2014). Work-related CBT versus vocational services as usual for unemployed persons with social anxiety disorder: A randomized controlled pilot trial. Behav Res Ther, 63, 169-176. https://doi.org/10.1016/j.brat.2014.10.005 ","A - Western"
"108","Himle, 2014","Himle_2014_msd_BAI_post_NA_self-report_cbt_cau_NA_NA",0.953346203593956,0.277517090564038,"cbt","cau","USA","H",NA,NA,2014,4,"post","grp","grp",12,"North America","adul",43.59,0.328,"oth","sad","stud/oth",0,"unemployed homeless","Himle, J. A., Bybee, D., Steinberger, E., Laviolette, W. T., Weaver, A., Vlnka, S., Golenberg, Z., Levine, D. S., Heimberg, R. G., & O'Donnell, L. A. (2014). Work-related CBT versus vocational services as usual for unemployed persons with social anxiety disorder: A randomized controlled pilot trial. Behav Res Ther, 63, 169-176. https://doi.org/10.1016/j.brat.2014.10.005 ","A - Western"
"109","Himle, 2014","Himle_2014_msd_WRSA_post_NA_cr_cbt_cau_NA_NA",0.864591158710943,0.274930143541598,"cbt","cau","USA","H",NA,NA,2014,4,"post","grp","grp",12,"North America","adul",43.59,0.328,"oth","sad","stud/oth",0,"unemployed homeless","Himle, J. A., Bybee, D., Steinberger, E., Laviolette, W. T., Weaver, A., Vlnka, S., Golenberg, Z., Levine, D. S., Heimberg, R. G., & O'Donnell, L. A. (2014). Work-related CBT versus vocational services as usual for unemployed persons with social anxiety disorder: A randomized controlled pilot trial. Behav Res Ther, 63, 169-176. https://doi.org/10.1016/j.brat.2014.10.005 ","A - Western"
"110","Himle, 2014","Himle_2014_msd_FNE-B_post_NA_self-report_cbt_cau_NA_NA",0.285438504168895,0.263983286096794,"cbt","cau","USA","H",NA,NA,2014,4,"post","grp","grp",12,"North America","adul",43.59,0.328,"oth","sad","stud/oth",0,"unemployed homeless","Himle, J. A., Bybee, D., Steinberger, E., Laviolette, W. T., Weaver, A., Vlnka, S., Golenberg, Z., Levine, D. S., Heimberg, R. G., & O'Donnell, L. A. (2014). Work-related CBT versus vocational services as usual for unemployed persons with social anxiety disorder: A randomized controlled pilot trial. Behav Res Ther, 63, 169-176. https://doi.org/10.1016/j.brat.2014.10.005 ","A - Western"
"111","Himle, 2014","Himle_2014_msd_LSAS_post_NA_cr_cbt_cau_NA_NA",0.713052141539904,0.271051664161762,"cbt","cau","USA","H",NA,NA,2014,4,"post","grp","grp",12,"North America","adul",43.59,0.328,"oth","sad","stud/oth",0,"unemployed homeless","Himle, J. A., Bybee, D., Steinberger, E., Laviolette, W. T., Weaver, A., Vlnka, S., Golenberg, Z., Levine, D. S., Heimberg, R. G., & O'Donnell, L. A. (2014). Work-related CBT versus vocational services as usual for unemployed persons with social anxiety disorder: A randomized controlled pilot trial. Behav Res Ther, 63, 169-176. https://doi.org/10.1016/j.brat.2014.10.005 ","A - Western"
"112","Hope, 1995","Hope_1995_msd_FQ-sp_post_NA_self-report_cbt_wlc_cbt_wlc",1.36149147445261,0.469360149776365,"cbt","wlc","USA","H","cbt","wlc",1995,12,"post","grp","grp",12,"North America","adul",34.3,0.5,"clin","sad","adul",0,NA,"Hope, D. A., Heimberg, R. G., & Bruch, M. A. (1995). Dismantling cognitive-behavioral group therapy for social phobia. Behav Res Ther, 33(6), 637-650. https://doi.org/10.1016/0005-7967(95)00013-n ","A - Western"
"113","Hope, 1995","Hope_1995_msd_FQ-sp_post_NA_self-report_Exposure_wlc_Exposure_wlc",1.0343954689121,0.478708314563585,"Exposure","wlc","USA","H","Exposure","wlc",1995,12,"post","grp","grp",12,"North America","adul",34.3,0.5,"clin","sad","adul",0,NA,"Hope, D. A., Heimberg, R. G., & Bruch, M. A. (1995). Dismantling cognitive-behavioral group therapy for social phobia. Behav Res Ther, 33(6), 637-650. https://doi.org/10.1016/0005-7967(95)00013-n ","A - Western"
"114","Hope, 1995","Hope_1995_msd_SADS_post_NA_self-report_Exposure_wlc_Exposure_wlc",1.25149363389996,0.492632776721226,"Exposure","wlc","USA","H","Exposure","wlc",1995,12,"post","grp","grp",12,"North America","adul",34.3,0.5,"clin","sad","adul",0,NA,"Hope, D. A., Heimberg, R. G., & Bruch, M. A. (1995). Dismantling cognitive-behavioral group therapy for social phobia. Behav Res Ther, 33(6), 637-650. https://doi.org/10.1016/0005-7967(95)00013-n ","A - Western"
"115","Hope, 1995","Hope_1995_msd_FNE_post_NA_self-report_Exposure_wlc_Exposure_wlc",1.90507258191025,0.5467311492713,"Exposure","wlc","USA","H","Exposure","wlc",1995,12,"post","grp","grp",12,"North America","adul",34.3,0.5,"clin","sad","adul",0,NA,"Hope, D. A., Heimberg, R. G., & Bruch, M. A. (1995). Dismantling cognitive-behavioral group therapy for social phobia. Behav Res Ther, 33(6), 637-650. https://doi.org/10.1016/0005-7967(95)00013-n ","A - Western"
"116","Hope, 1995","Hope_1995_msd_SADS_post_NA_self-report_cbt_wlc_cbt_wlc",0.549566336180051,0.428941091354992,"cbt","wlc","USA","H","cbt","wlc",1995,12,"post","grp","grp",12,"North America","adul",34.3,0.5,"clin","sad","adul",0,NA,"Hope, D. A., Heimberg, R. G., & Bruch, M. A. (1995). Dismantling cognitive-behavioral group therapy for social phobia. Behav Res Ther, 33(6), 637-650. https://doi.org/10.1016/0005-7967(95)00013-n ","A - Western"
"117","Hope, 1995","Hope_1995_msd_FNE_post_NA_self-report_cbt_wlc_cbt_wlc",1.4032152621073,0.472226905557489,"cbt","wlc","USA","H","cbt","wlc",1995,12,"post","grp","grp",12,"North America","adul",34.3,0.5,"clin","sad","adul",0,NA,"Hope, D. A., Heimberg, R. G., & Bruch, M. A. (1995). Dismantling cognitive-behavioral group therapy for social phobia. Behav Res Ther, 33(6), 637-650. https://doi.org/10.1016/0005-7967(95)00013-n ","A - Western"
"118","Hope, 1995","Hope_1995_msd_FAH-avoid_post_NA_cr_Exposure_wlc_Exposure_wlc",1.06850841372729,0.480746075257825,"Exposure","wlc","USA","H","Exposure","wlc",1995,12,"post","grp","grp",12,"North America","adul",34.3,0.5,"clin","sad","adul",0,NA,"Hope, D. A., Heimberg, R. G., & Bruch, M. A. (1995). Dismantling cognitive-behavioral group therapy for social phobia. Behav Res Ther, 33(6), 637-650. https://doi.org/10.1016/0005-7967(95)00013-n ","A - Western"
"119","Hope, 1995","Hope_1995_msd_FAH-fear_post_NA_cr_Exposure_wlc_Exposure_wlc",1.98024689667779,0.553963314044308,"Exposure","wlc","USA","H","Exposure","wlc",1995,12,"post","grp","grp",12,"North America","adul",34.3,0.5,"clin","sad","adul",0,NA,"Hope, D. A., Heimberg, R. G., & Bruch, M. A. (1995). Dismantling cognitive-behavioral group therapy for social phobia. Behav Res Ther, 33(6), 637-650. https://doi.org/10.1016/0005-7967(95)00013-n ","A - Western"
"120","Hope, 1995","Hope_1995_msd_FAH-avoid_post_NA_cr_cbt_wlc_cbt_wlc",0.99228105697774,0.447172627058568,"cbt","wlc","USA","H","cbt","wlc",1995,12,"post","grp","grp",12,"North America","adul",34.3,0.5,"clin","sad","adul",0,NA,"Hope, D. A., Heimberg, R. G., & Bruch, M. A. (1995). Dismantling cognitive-behavioral group therapy for social phobia. Behav Res Ther, 33(6), 637-650. https://doi.org/10.1016/0005-7967(95)00013-n ","A - Western"
"121","Hope, 1995","Hope_1995_msd_FAH-fear_post_NA_cr_cbt_wlc_cbt_wlc",1.20963840436212,0.459524474160661,"cbt","wlc","USA","H","cbt","wlc",1995,12,"post","grp","grp",12,"North America","adul",34.3,0.5,"clin","sad","adul",0,NA,"Hope, D. A., Heimberg, R. G., & Bruch, M. A. (1995). Dismantling cognitive-behavioral group therapy for social phobia. Behav Res Ther, 33(6), 637-650. https://doi.org/10.1016/0005-7967(95)00013-n ","A - Western"
"122","Iavaonia, 2016","Iavaonia_2016_msd_LSAS-SR_post_NA_self-report_3rd_wlc_3rd(gsh)_wlc",0.785933814686418,0.238360538881251,"3rd","wlc","Sweden","H","3rd (gsh)","wlc",2016,10,"post","gsh","gsh",8,"Europe","adul",35.29,0.645,"com","sad","adul",0,NA,"Ivanova, E., Lindner, P., Ly, K. H., Dahlin, M., Vernmark, K., Andersson, G., & Carlbring, P. (2016). Guided and unguided Acceptance and Commitment Therapy for social anxiety disorder and/or panic disorder provided via the Internet and a smartphone application: A randomized controlled trial. J Anxiety Disord, 44, 27-35. https://doi.org/10.1016/j.janxdis.2016.09.012 ","A - Western"
"123","Johansson, 2017","Johansson_2017_msd_LSAS-SR_post_NA_self-report_dyn_wlc_NA_NA",0.494094635113597,0.239349023321499,"Other psy","wlc","Sweden","H",NA,NA,2017,10,"post","gsh","gsh",9,"Europe","adul",42.9,0.611,"com","sad","adul",1,NA,"Johansson, R., Hesslow, T., Ljotsson, B., Jansson, A., Jonsson, L., Fardig, S., Karlsson, J., Hesser, H., Frederick, R. J., Lilliengren, P., Carlbring, P., & Andersson, G. (2017). Internet-based affect-focused psychodynamic therapy for social anxiety disorder: A randomized controlled trial with 2-year follow-up. Psychotherapy (Chic), 54(4), 351-360. https://doi.org/10.1037/pst0000147 ","A - Western"
"124","Kampmann, 2016","Kampmann_2016_msd_DASSanxiety_post_NA_self-report_Exposure_wlc_Exposure(invivo)_wlc",0.443426071705661,0.337590848284018,"Exposure","wlc","Netherlands","H","Exposure (in vivo)","wlc",2016,5,"post","ind","ind",10,"Europe","adul",36.9,0.633,"com","sad","adul",0,NA,"Kampmann, I. L., Emmelkamp, P. M., Hartanto, D., Brinkman, W. P., Zijlstra, B. J., & Morina, N. (2016). Exposure to virtual social interactions in the treatment of social anxiety disorder: A randomized controlled trial. Behav Res Ther, 77, 147-156. https://doi.org/10.1016/j.brat.2015.12.016 ","A - Western"
"125","Kampmann, 2016","Kampmann_2016_msd_DASSanxiety_post_NA_self-report_Exposure_wlc_Exposure(VR)_wlc",-0.44023352641873,0.333050967213378,"Exposure","wlc","Netherlands","H","Exposure (VR)","wlc",2016,5,"post","Mixed/oth","ind+VR",10,"Europe","adul",36.9,0.633,"com","sad","adul",0,NA,"Kampmann, I. L., Emmelkamp, P. M., Hartanto, D., Brinkman, W. P., Zijlstra, B. J., & Morina, N. (2016). Exposure to virtual social interactions in the treatment of social anxiety disorder: A randomized controlled trial. Behav Res Ther, 77, 147-156. https://doi.org/10.1016/j.brat.2015.12.016 ","A - Western"
"126","Kampmann, 2016","Kampmann_2016_msd_FNE-B_post_NA_self-report_Exposure_wlc_Exposure(invivo)_wlc",1.08446650485428,0.358045091264771,"Exposure","wlc","Netherlands","H","Exposure (in vivo)","wlc",2016,5,"post","ind","ind",10,"Europe","adul",36.9,0.633,"com","sad","adul",0,NA,"Kampmann, I. L., Emmelkamp, P. M., Hartanto, D., Brinkman, W. P., Zijlstra, B. J., & Morina, N. (2016). Exposure to virtual social interactions in the treatment of social anxiety disorder: A randomized controlled trial. Behav Res Ther, 77, 147-156. https://doi.org/10.1016/j.brat.2015.12.016 ","A - Western"
"127","Kampmann, 2016","Kampmann_2016_msd_FNE-B_post_NA_self-report_Exposure_wlc_Exposure(VR)_wlc",0.0445429806178783,0.328960700203263,"Exposure","wlc","Netherlands","H","Exposure (VR)","wlc",2016,5,"post","Mixed/oth","ind+VR",10,"Europe","adul",36.9,0.633,"com","sad","adul",0,NA,"Kampmann, I. L., Emmelkamp, P. M., Hartanto, D., Brinkman, W. P., Zijlstra, B. J., & Morina, N. (2016). Exposure to virtual social interactions in the treatment of social anxiety disorder: A randomized controlled trial. Behav Res Ther, 77, 147-156. https://doi.org/10.1016/j.brat.2015.12.016 ","A - Western"
"128","Kampmann, 2016","Kampmann_2016_msd_LSAS-SR_post_NA_self-report_Exposure_wlc_Exposure(invivo)_wlc",0.87450183868748,0.349601161729129,"Exposure","wlc","Netherlands","H","Exposure (in vivo)","wlc",2016,5,"post","ind","ind",10,"Europe","adul",36.9,0.633,"com","sad","adul",0,NA,"Kampmann, I. L., Emmelkamp, P. M., Hartanto, D., Brinkman, W. P., Zijlstra, B. J., & Morina, N. (2016). Exposure to virtual social interactions in the treatment of social anxiety disorder: A randomized controlled trial. Behav Res Ther, 77, 147-156. https://doi.org/10.1016/j.brat.2015.12.016 ","A - Western"
"129","Kampmann, 2016","Kampmann_2016_msd_LSAS-SR_post_NA_self-report_Exposure_wlc_Exposure(VR)_wlc",0.126952180253388,0.32926379158834,"Exposure","wlc","Netherlands","H","Exposure (VR)","wlc",2016,5,"post","Mixed/oth","ind+VR",10,"Europe","adul",36.9,0.633,"com","sad","adul",0,NA,"Kampmann, I. L., Emmelkamp, P. M., Hartanto, D., Brinkman, W. P., Zijlstra, B. J., & Morina, N. (2016). Exposure to virtual social interactions in the treatment of social anxiety disorder: A randomized controlled trial. Behav Res Ther, 77, 147-156. https://doi.org/10.1016/j.brat.2015.12.016 ","A - Western"
"130","Khoramnia, 2020","Khoramnia_2020_msd_SPIN_post_NA_self-report_3rd_wlc_NA_NA",0.334279221297702,0.429607074598569,"3rd","wlc","Iran","LM",NA,NA,2020,12,"post","ind","ind",12,"Asia","yadul",22.12,0.7083,"com","sad","stud/oth",0,NA,"Khoramnia, S., Bavafa, A., Jaberghaderi, N., Parvizifard, A., Foroughi, A., Ahmadi, M., & Amiri, S. (2020). The effectiveness of acceptance and commitment therapy for social anxiety disorder: A randomized clinical trial. Trends in Psychiatry and Psychotherapy, 42(1), 30-38. https://doi.org/10.1590/2237-6089-2019-0003 ","B - Non-Western"
"131","Kim, 2022","Kim_2022_msd_HADS-A_post_NA_self-report_Exposure_wlc_NA_NA",-0.0111019292045317,0.278176516013255,"Exposure","wlc","South Korea","H",NA,NA,2022,2,"post","Mixed/oth","VR",8,"Asia","yadul",23.44,0.385,"com","sad","adul",0,NA,"Kim, H., Kim, B. H., Kim, M. K., Eom, H., & Kim, J. J. (2022). Alteration of resting-state functional connectivity network properties in patients with social anxiety disorder after virtual reality-based self-training [Article]. Frontiers in Psychiatry, 13. https://doi.org/10.3389/fpsyt.2022.959696 ","B - Non-Western"
"132","Kim, 2022","Kim_2022_msd_SIAS_post_NA_self-report_Exposure_wlc_NA_NA",0.358747942726345,0.280457885980721,"Exposure","wlc","South Korea","H",NA,NA,2022,2,"post","Mixed/oth","VR",8,"Asia","yadul",23.44,0.385,"com","sad","adul",0,NA,"Kim, H., Kim, B. H., Kim, M. K., Eom, H., & Kim, J. J. (2022). Alteration of resting-state functional connectivity network properties in patients with social anxiety disorder after virtual reality-based self-training [Article]. Frontiers in Psychiatry, 13. https://doi.org/10.3389/fpsyt.2022.959696 ","B - Non-Western"
"133","Kim, 2022","Kim_2022_msd_FNE-B_post_NA_self-report_Exposure_wlc_NA_NA",0.552550552198919,0.283561636517106,"Exposure","wlc","South Korea","H",NA,NA,2022,2,"post","Mixed/oth","VR",8,"Asia","yadul",23.44,0.385,"com","sad","adul",0,NA,"Kim, H., Kim, B. H., Kim, M. K., Eom, H., & Kim, J. J. (2022). Alteration of resting-state functional connectivity network properties in patients with social anxiety disorder after virtual reality-based self-training [Article]. Frontiers in Psychiatry, 13. https://doi.org/10.3389/fpsyt.2022.959696 ","B - Non-Western"
"134","Kim, 2022","Kim_2022_msd_LSAS-SR_post_NA_self-report_Exposure_wlc_NA_NA",0.705493298364111,0.286904781799497,"Exposure","wlc","South Korea","H",NA,NA,2022,2,"post","Mixed/oth","VR",8,"Asia","yadul",23.44,0.385,"com","sad","adul",0,NA,"Kim, H., Kim, B. H., Kim, M. K., Eom, H., & Kim, J. J. (2022). Alteration of resting-state functional connectivity network properties in patients with social anxiety disorder after virtual reality-based self-training [Article]. Frontiers in Psychiatry, 13. https://doi.org/10.3389/fpsyt.2022.959696 ","B - Non-Western"
"135","Kocovski, 2013","Kocovski_2013_msd_SPIN_post_NA_self-report_cbt_wlc_cbt_wlc",0.789028881286199,0.234308952543672,"cbt","wlc","Canada","H",NA,NA,2013,12,"post","grp","grp",12,"North America","adul",34.42,0.54,"com","sad","adul",0,NA,"Kocovski, N. L., Fleming, J. E., Hawley, L. L., Huta, V., & Antony, M. M. (2013). Mindfulness and acceptance-based group therapy versus traditional cognitive behavioral group therapy for social anxiety disorder: a randomized controlled trial. Behav Res Ther, 51(12), 889-898. https://doi.org/10.1016/j.brat.2013.10.007 ","A - Western"
"136","Kocovski, 2013","Kocovski_2013_msd_SPIN_post_NA_self-report_3rd_wlc_3rd_wlc",0.743159895853798,0.233397878021972,"3rd","wlc","Canada","H",NA,NA,2013,12,"post","grp","grp",12,"North America","adul",34.42,0.54,"com","sad","adul",0,NA,"Kocovski, N. L., Fleming, J. E., Hawley, L. L., Huta, V., & Antony, M. M. (2013). Mindfulness and acceptance-based group therapy versus traditional cognitive behavioral group therapy for social anxiety disorder: a randomized controlled trial. Behav Res Ther, 51(12), 889-898. https://doi.org/10.1016/j.brat.2013.10.007 ","A - Western"
