"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","contr_MA.","psy","ctr","multiple_arms_ig","multiple_arms_cg","descr_ig","descr_cg","comparison","outcome_type","sample","outc_type","outc_measure","sr_clinician","time","time_weeks","post_m_ig","post_sd_ig","post_n_ig","post_m_cg","post_sd_cg","post_n_cg","baseline_m_ig","baseline_sd_ig","baseline_n_ig","baseline_m_cg","baseline_sd_cg","baseline_n_cg","dich","dich_type","improved_n_ig","improved_n_cg","rand_n_ig","rand_n_cg","dropout_n_ig","dropout_n_cg","change_m_ig_new","change_m_cg_new","change_sd_ig","change_sd_cg","change_n_ig","change_n_cg","other_statistic","year","comorbid_mental","format","format_details","n_sessions_ig","country","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","d1","d2","d3","d4","d5","ROB","itt","no.arms","is.multiarm","totaln_arm2","totaln_arm1","event_arm2","event_arm1","n_arm2","n_arm1","sd_arm2","sd_arm1","mean_arm2","mean_arm1","multi_arm2","multi_arm1","rob",".log_rr",".log_rr_se",".event_arm1",".event_arm2",".totaln_arm1",".totaln_arm2","full_ref",".id.1","culture"
"50","Ladouceur, 2000","Ladouceur_2000_msd_16_sr_cbt_wl_NA_NA",1.98851120306504,0.485637596983044,"cbt","wl","Canada","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",16,45.64,"9.96","14.0",64.58,"8.27","12.0",65.86,"8.96","14.0",59.25,"7.44","12.0",NA,NA,NA,NA,"14.0","12.0","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,2000,"n","ind","ind",16,"can","adul",39.7,76.92,"com","gad","adul","some concerns","low risk","low risk","low risk","some concerns","some concerns",1,2,0,12,14,NA,NA,12,14,8.27,9.96,64.58,45.64,NA,NA,0,NA,NA,NA,NA,NA,NA,"Ladouceur, R., Dugas, M. J., Freeston, M. H., Leger, E., Gagnon, F., & Thibodeau, N. (2000). Efficacy of a cognitive-behavioral treatment for generalized anxiety disorder: evaluation in a controlled clinical trial. J Consult Clin Psychol, 68(6), 957-964. ","Ladouceur_2000_msd_16_sr_cbt_wl_NA_NA","A - Western"
"51","Levy Berg, 2009","LevyBerg_2009_msd_56_sr_otherpsy_cau_NA_NA",0.0725058014269431,0.257024373463996,"other psy","cau","Sweden","H",1,"other psy","cau",NA,NA,"Affect-focused body psychotherapy (ABP)",NA,"PSYvsCTR","msd","itt","gen anx","BAI","sr","post",56,17.7,"12.3","33.0",18.6,"12.2","28.0",29.5,"13.2","33.0",25.4,"10.5","28.0",NA,NA,NA,NA,"33.0","28.0","2.0","7.0",NA,NA,NA,NA,NA,NA,NA,2009,"n","ind","ind",56,"eu","adul",37,68.85,"clin","gad","adul","some concerns","some concerns","high risk","low risk","some concerns","high risk",1,2,0,28,33,NA,NA,28,33,12.2,12.3,18.6,17.7,NA,NA,0,NA,NA,NA,NA,NA,NA,"Levy Berg, A., Sandell, R., & Sandahl, C. (2009). Affect-focused body psychotherapy in patients with generalized anxiety disorder: Evaluation of an integrative method. Journal of Psychotherapy Integration, 19, 67-85. doi:10.1037/a0015324","LevyBerg_2009_msd_56_sr_otherpsy_cau_NA_NA","A - Western"
"52","Linden, 2005","Linden_2005_msd_45_cr_cbt_wl_NA_NA",0.531009942892464,0.239909338926254,"cbt","wl","Germany","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","itt","gen anx","HAMA","cr","post",45,17.3,"10.5","36.0",22.5,"8.8","36.0",26.8,"8.3","36.0",24,"8.3","36.0",NA,NA,NA,NA,"36.0","36.0","5.0","4.0",NA,NA,NA,NA,NA,NA,NA,2005,"n","ind","ind",25,"eu","adul",43.3,83.3,"com","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",1,2,0,36,36,NA,NA,36,36,8.8,10.5,22.5,17.3,NA,NA,0,NA,NA,NA,NA,NA,NA,"Linden, M., Zubraegel, D., Baer, T., Franke, U., & Schlattmann, P. (2005). Efficacy of cognitive behaviour therapy in generalized anxiety disorders. Results of a controlled clinical trial (Berlin CBT-GAD Study). Psychother Psychosom, 74(1), 36-42. doi:10.1159/000082025","Linden_2005_msd_45_cr_cbt_wl_NA_NA","A - Western"
"53","Lindsay, 1987","Lindsay_1987_msd_4_sr_cbt_wl_cbt_wl",1.07705559360421,0.481265619872962,"cbt","wl","United Kingdom","H",1,"cbt","wl","cbt","wl","cbt+relaxation",NA,"PSYvsCTR","msd","co","gen anx","Zung","sr","post",4,29.6,"11.44","10.0",48.7,"21.12","10.0",50,"8.21","10.0",54.8,"8.16","10.0",NA,NA,NA,NA,"10.0","10.0","0.0","1.0",NA,NA,NA,NA,NA,NA,NA,1987,"n","ind","ind",8,"eu","adul",36.12,60,"clin","gad","adul","some concerns","high risk","high risk","low risk","some concerns","high risk",0,4,1,10,10,NA,NA,10,10,21.12,11.44,48.7,29.6,"wl","cbt",0,NA,NA,NA,NA,NA,NA,"Lindsay, W. R., Gamsu, C. V., McLaughlin, E., Hood, E. M., & Espie, C. A. (1987). A controlled trial of treatments for generalized anxiety. British journal of clinical psychology, 26 ( Pt 1), 3‐15. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00210383/full","Lindsay_1987_msd_4_sr_cbt_wl_cbt_wl","A - Western"
"54","Lindsay, 1987","Lindsay_1987_msd_4_sr_ar_wl_ar_wl",0.509026095413014,0.455040501396523,"ar","wl","United Kingdom","H",1,"ar","wl","ar","wl","anxiety management trainin",NA,"PSYvsCTR","msd","co","gen anx","Zung","sr","post",4,39.3,"13.4","10.0",48.7,"21.12","10.0",54.2,"12.05","10.0",54.8,"8.16","10.0",NA,NA,NA,NA,"10.0","10.0","0.0","1.0",NA,NA,NA,NA,NA,NA,NA,1987,"n","ind","ind",8,"eu","adul",36.12,60,"clin","gad","adul","some concerns","high risk","high risk","low risk","some concerns","high risk",0,4,1,10,10,NA,NA,10,10,21.12,13.4,48.7,39.3,"wl","ar",0,NA,NA,NA,NA,NA,NA,"Lindsay, W. R., Gamsu, C. V., McLaughlin, E., Hood, E. M., & Espie, C. A. (1987). A controlled trial of treatments for generalized anxiety. British journal of clinical psychology, 26 ( Pt 1), 3‐15. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00210383/full","Lindsay_1987_msd_4_sr_ar_wl_ar_wl","A - Western"
"55","Lindsay, 1987","Lindsay_1987_msd_4_sr_cbt_wl_cbt_wl",1.23643881632938,0.491595589672941,"cbt","wl","United Kingdom","H",1,"cbt","wl","cbt","wl","cbt+relaxation",NA,"PSYvsCTR","msd","co","global clin","GHQ general","sr","post",4,0.9,"1.91","10.0",3.7,"2.4","10.0",3.9,"2.28","10.0",4.8,"1.99","10.0",NA,NA,NA,NA,"10.0","10.0","0.0","1.0",NA,NA,NA,NA,NA,NA,NA,1987,"n","ind","ind",8,"eu","adul",36.12,60,"clin","gad","adul","some concerns","high risk","high risk","low risk","some concerns","high risk",0,4,1,10,10,NA,NA,10,10,2.4,1.91,3.7,0.9,"wl","cbt",0,NA,NA,NA,NA,NA,NA,"Lindsay, W. R., Gamsu, C. V., McLaughlin, E., Hood, E. M., & Espie, C. A. (1987). A controlled trial of treatments for generalized anxiety. British journal of clinical psychology, 26 ( Pt 1), 3‐15. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00210383/full","Lindsay_1987_msd_4_sr_cbt_wl_cbt_wl","A - Western"
"56","Lindsay, 1987","Lindsay_1987_msd_4_sr_ar_wl_ar_wl",0,0.447213595499958,"ar","wl","United Kingdom","H",1,"ar","wl","ar","wl","anxiety management trainin",NA,"PSYvsCTR","msd","co","global clin","GHQ general","sr","post",4,3.7,"2.35","10.0",3.7,"2.4","10.0",5.3,"1.49","10.0",4.8,"1.99","10.0",NA,NA,NA,NA,"10.0","10.0","0.0","1.0",NA,NA,NA,NA,NA,NA,NA,1987,"n","ind","ind",8,"eu","adul",36.12,60,"clin","gad","adul","some concerns","high risk","high risk","low risk","some concerns","high risk",0,4,1,10,10,NA,NA,10,10,2.4,2.35,3.7,3.7,"wl","ar",0,NA,NA,NA,NA,NA,NA,"Lindsay, W. R., Gamsu, C. V., McLaughlin, E., Hood, E. M., & Espie, C. A. (1987). A controlled trial of treatments for generalized anxiety. British journal of clinical psychology, 26 ( Pt 1), 3‐15. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00210383/full","Lindsay_1987_msd_4_sr_ar_wl_ar_wl","A - Western"
"57","Lorian, 2012","Lorian_2012_msd_9_sr_cbt_wl_NA_NA",1.256538234678,0.332070767725132,"cbt","wl","Australia","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","co","GAD","GAD-7","sr","post",9,6.79,"4.33","24.0",12.29,"4.26","20.0",14.33,"4.5","24.0",13.62,"3.51","20.0",NA,NA,NA,NA,"25.0","23.0","4.0","4.0",NA,NA,NA,NA,NA,NA,NA,2012,"n","gsh","gSH",6,"au","adul",44.17,72.72,"com","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",0,2,0,23,25,NA,NA,20,24,4.26,4.33,12.29,6.79,NA,NA,0,NA,NA,NA,NA,NA,NA,"Lorian, C. N., Titov, N., & Grisham, J. R. (2012). Changes in risk-taking over the course of an internet-delivered cognitive behavioral therapy treatment for generalized anxiety disorder. J Anxiety Disord, 26(1), 140-149. doi:10.1016/j.janxdis.2011.10.003","Lorian_2012_msd_9_sr_cbt_wl_NA_NA","A - Western"
"58","Lorian, 2012","Lorian_2012_msd_9_sr_cbt_wl_NA_NA",0.932070985730688,0.319223088532498,"cbt","wl","Australia","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","co","worry","PSWQ","sr","post",9,56.75,"10.78","24.0",66.14,"8.7","20.0",66.13,"8.25","24.0",66.33,"12.7","20.0",NA,NA,NA,NA,"25.0","23.0","4.0","4.0",NA,NA,NA,NA,NA,NA,NA,2012,"n","gsh","gSH",6,"au","adul",44.17,72.72,"com","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",0,2,0,23,25,NA,NA,20,24,8.7,10.78,66.14,56.75,NA,NA,0,NA,NA,NA,NA,NA,NA,"Lorian, C. N., Titov, N., & Grisham, J. R. (2012). Changes in risk-taking over the course of an internet-delivered cognitive behavioral therapy treatment for generalized anxiety disorder. J Anxiety Disord, 26(1), 140-149. doi:10.1016/j.janxdis.2011.10.003","Lorian_2012_msd_9_sr_cbt_wl_NA_NA","A - Western"
"59","Mennin, 2018","Mennin_2018_msd_20_cr_3rd_wl_NA_NA",2.18056306247304,0.349180780550953,"3rd","wl","USA","H",1,"3rd","wl",NA,NA,"Emotion regulation therapy","modified attention control condition","PSYvsCTR","msd","itt","GAD","GAD CSR","cr","post",20,3,"1.3","28.0",5.5,"0.9","25.0",5.6,"0.6","28.0",5.9,"0.6","25.0",NA,NA,NA,NA,"28.0","25.0","3.0","5.0",NA,NA,NA,NA,NA,NA,NA,2018,"y","ind","ind",20,"us","adul",39,75,"com","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",1,2,0,25,28,NA,NA,25,28,0.9,1.3,5.5,3,NA,NA,0,NA,NA,NA,NA,NA,NA,"Mennin, D. S., Fresco, D. M., O'Toole, M. S., & Heimberg, R. G. (2018). A randomized controlled trial of emotion regulation therapy for generalized anxiety disorder with and without co-occurring depression. Journal of Consulting and Clinical Psychology, 86(3), 268-281. doi:10.1037/ccp0000289","Mennin_2018_msd_20_cr_3rd_wl_NA_NA","A - Western"
"60","Mennin, 2018","Mennin_2018_msd_20_sr_3rd_wl_NA_NA",2.201486958103,0.35045450179487,"3rd","wl","USA","H",1,"3rd","wl",NA,NA,"Emotion regulation therapy","modified attention control condition","PSYvsCTR","msd","itt","worry","PSWQ","sr","post",20,44,"9.9","28.0",67.2,"10.9","25.0",67.5,"7.3","28.0",68.1,"11.8","25.0",NA,NA,NA,NA,"28.0","25.0","3.0","5.0",NA,NA,NA,NA,NA,NA,NA,2018,"y","ind","ind",20,"us","adul",39,75,"com","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",1,2,0,25,28,NA,NA,25,28,10.9,9.9,67.2,44,NA,NA,0,NA,NA,NA,NA,NA,NA,"Mennin, D. S., Fresco, D. M., O'Toole, M. S., & Heimberg, R. G. (2018). A randomized controlled trial of emotion regulation therapy for generalized anxiety disorder with and without co-occurring depression. Journal of Consulting and Clinical Psychology, 86(3), 268-281. doi:10.1037/ccp0000289","Mennin_2018_msd_20_sr_3rd_wl_NA_NA","A - Western"
"61","Mohlman, 2003","Mohlman_2003_msd_13_sr_cbt_wl_NA_NA",0.765092695449297,0.346350909417064,"cbt","wl","USA","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","co","global clin","SCL-90-R global severity index","sr","post",13,41.77,"8.22","19.0",48.45,"8.88","17.0",45.23,"9.11","19.0",48.25,"7.41","17.0",NA,NA,NA,NA,"22.0","20.0","3.0","3.0",NA,NA,NA,NA,NA,NA,NA,2003,"n","ind","ind",13,"us","old",66.8,65.4,"com","gad","old","some concerns","high risk","high risk","low risk","high risk","high risk",0,2,0,20,22,NA,NA,17,19,8.88,8.22,48.45,41.77,NA,NA,0,NA,NA,NA,NA,NA,NA,"Mohlman, J., Gorenstein, E. E., Kleber, M., De Jesus, M., Gorman, J. M., & Papp, L. A. (2003). Standard and enhanced cognitive-behavior therapy for late-life generalized anxiety disorder: Two pilot investigations. American Journal of Geriatric Psychiatry, 11(1), 24-32. doi:10.1097/00019442-200301000-00005","Mohlman_2003_msd_13_sr_cbt_wl_NA_NA","A - Western"
"62","Mohlman, 2003","Mohlman_2003_msd_13_sr_cbt_wl_NA_NA",0.188762890049524,0.437983593753468,"cbt","wl","USA","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","co","gen anx","BAI","sr","post",13,10.25,"7.03","11.0",11.45,"4.87","10.0",13,"9.23","11.0",14.09,"7.02","10.0",NA,NA,NA,NA,"11.0","10.0","3.0","3.0",NA,NA,NA,NA,NA,NA,NA,2003,"n","ind","ind",13,"us","old",66.8,65.4,"com","gad","old","some concerns","high risk","high risk","low risk","high risk","high risk",0,2,0,10,11,NA,NA,10,11,4.87,7.03,11.45,10.25,NA,NA,0,NA,NA,NA,NA,NA,NA,"Mohlman, J., Gorenstein, E. E., Kleber, M., De Jesus, M., Gorman, J. M., & Papp, L. A. (2003). Standard and enhanced cognitive-behavior therapy for late-life generalized anxiety disorder: Two pilot investigations. American Journal of Geriatric Psychiatry, 11(1), 24-32. doi:10.1097/00019442-200301000-00005","Mohlman_2003_msd_13_sr_cbt_wl_NA_NA","A - Western"
"63","Newman, 2020","Newman_2020_msd_12_sr_cbt_otherctr_NA_NA",0.295704314565536,0.22235149729292,"cbt","other ctr","USA","H",1,"cbt","other ctr",NA,NA,NA,"no treatment","PSYvsCTR","msd","co","worry","PSWQ","sr","post",12,40.13,"6.83","39.0",42.42,"8.36","43.0",45.18,"6.23","50.0",45.72,"5.54","50.0",NA,NA,NA,NA,"50.0","50.0","11.0","7.0",NA,NA,NA,NA,NA,NA,NA,2020,"n","gsh","gsh",8,"us","yadul",21.4,87,"com","gad","stud","low risk","some concerns","high risk","low risk","some concerns","high risk",0,2,0,50,50,NA,NA,43,39,8.36,6.83,42.42,40.13,NA,NA,0,NA,NA,NA,NA,NA,NA,"Newman, M. G., Jacobson, N. C., Rackoff, G. N., Bell, M. J., & Taylor, C. B. (2020). A randomized controlled trial of a smartphone-based application for the treatment of anxiety. Psychother Res, 1-12. doi:10.1080/10503307.2020.1790688","Newman_2020_msd_12_sr_cbt_otherctr_NA_NA","A - Western"
"64","Newman, 2020","Newman_2020_msd_12_sr_cbt_otherctr_NA_NA",0.314545511549958,0.222512099917411,"cbt","other ctr","USA","H",1,"cbt","other ctr",NA,NA,NA,"no treatment","PSYvsCTR","msd","co","gen anx","STAI-T","sr","post",12,52.36,"10.51","39.0",55.56,"9.67","43.0",58.5,"9.96","50.0",59.78,"7.98","50.0",NA,NA,NA,NA,"50.0","50.0","11.0","7.0",NA,NA,NA,NA,NA,NA,NA,2020,"n","gsh","gsh",8,"us","yadul",21.4,87,"com","gad","stud","low risk","some concerns","high risk","low risk","some concerns","high risk",0,2,0,50,50,NA,NA,43,39,9.67,10.51,55.56,52.36,NA,NA,0,NA,NA,NA,NA,NA,NA,"Newman, M. G., Jacobson, N. C., Rackoff, G. N., Bell, M. J., & Taylor, C. B. (2020). A randomized controlled trial of a smartphone-based application for the treatment of anxiety. Psychother Res, 1-12. doi:10.1080/10503307.2020.1790688","Newman_2020_msd_12_sr_cbt_otherctr_NA_NA","A - Western"
"65","Nordahl, 2018","Nordahl_2018_msd_12_sr_cbt_wl_cbt_wl",0.817388781566826,0.30062444130313,"cbt","wl","Norway","H",1,"cbt","wl","cbt","wl",NA,NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",12,54.67,"12.8","28.0",63.95,"8.49","21.0",67.6,"6.28","28.0",67.52,"7.6","21.0",NA,NA,NA,NA,"28.0","21.0","2.0","0.0",NA,NA,NA,NA,NA,NA,NA,2018,"n","ind","ind",12,"eu","adul",37.75,73,"clin","gad","adul","low risk","low risk","low risk","low risk","low risk","low risk",1,3,1,21,28,NA,NA,21,28,8.49,12.8,63.95,54.67,"wl","cbt",1,NA,NA,NA,NA,NA,NA,"Nordahl, H. M., Borkovec, T. D., Hagen, R., Kennair, L. E. O., Hjemdal, O., Solem, S., . . . Wells, A. (2018). Metacognitive therapy versus cognitive-behavioural therapy in adults with generalised anxiety disorder. BJPsych Open, 4(5), 393-400. doi:10.1192/bjo.2018.54","Nordahl_2018_msd_12_sr_cbt_wl_cbt_wl","A - Western"
"66","Nordahl, 2018","Nordahl_2018_msd_12_sr_3rd_wl_otherpsy_wl",1.696914842894,0.326887444179163,"3rd","wl","Norway","H",1,"3rd","wl","other psy","wl","metacognitive therapy (MCT)",NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",12,42.93,"14.09","32.0",63.95,"8.49","21.0",65.1,"8.47","32.0",67.52,"7.6","21.0",NA,NA,NA,NA,"32.0","21.0","2.0","0.0",NA,NA,NA,NA,NA,NA,NA,2018,"n","ind","ind",12,"eu","adul",37.75,73,"clin","gad","adul","low risk","low risk","low risk","low risk","low risk","low risk",1,3,1,21,32,NA,NA,21,32,8.49,14.09,63.95,42.93,"wl","other psy",1,NA,NA,NA,NA,NA,NA,"Nordahl, H. M., Borkovec, T. D., Hagen, R., Kennair, L. E. O., Hjemdal, O., Solem, S., . . . Wells, A. (2018). Metacognitive therapy versus cognitive-behavioural therapy in adults with generalised anxiety disorder. BJPsych Open, 4(5), 393-400. doi:10.1192/bjo.2018.54","Nordahl_2018_msd_12_sr_3rd_wl_otherpsy_wl","A - Western"
"67","Nordahl, 2018","Nordahl_2018_msd_12_sr_cbt_wl_NA_NA",0.898385450079912,0.303050746691087,"cbt","wl","Norway","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","itt","gen anx","BAI","sr","post",12,10.42,"12.8","28.0",22.52,"13.84","21.0",21.46,"10.05","29.0",28.85,"12.85","21.0",NA,NA,NA,NA,"28.0","21.0","2.0","0.0",NA,NA,NA,NA,NA,NA,NA,2018,"n","ind","ind",12,"eu","adul",37.75,73,"clin","gad","adul","low risk","low risk","low risk","low risk","low risk","low risk",1,2,0,21,28,NA,NA,21,28,13.84,12.8,22.52,10.42,NA,NA,1,NA,NA,NA,NA,NA,NA,"Nordahl, H. M., Borkovec, T. D., Hagen, R., Kennair, L. E. O., Hjemdal, O., Solem, S., . . . Wells, A. (2018). Metacognitive therapy versus cognitive-behavioural therapy in adults with generalised anxiety disorder. BJPsych Open, 4(5), 393-400. doi:10.1192/bjo.2018.54","Nordahl_2018_msd_12_sr_cbt_wl_NA_NA","A - Western"
"68","Nordahl, 2018","Nordahl_2018_msd_12_sr_3rd_wl_NA_NA",1.77449137214498,0.330866668562338,"3rd","wl","Norway","H",1,"3rd","wl",NA,NA,"metacognitive therapy (MCT)",NA,"PSYvsCTR","msd","itt","gen anx","BAI","sr","post",12,5.06,"5.57","32.0",22.52,"13.84","21.0",24.47,"13.82","32.0",28.85,"12.85","21.0",NA,NA,NA,NA,"32.0","21.0","2.0","0.0",NA,NA,NA,NA,NA,NA,NA,2018,"n","ind","ind",12,"eu","adul",37.75,73,"clin","gad","adul","low risk","low risk","low risk","low risk","low risk","low risk",1,2,0,21,32,NA,NA,21,32,13.84,5.57,22.52,5.06,NA,NA,1,NA,NA,NA,NA,NA,NA,"Nordahl, H. M., Borkovec, T. D., Hagen, R., Kennair, L. E. O., Hjemdal, O., Solem, S., . . . Wells, A. (2018). Metacognitive therapy versus cognitive-behavioural therapy in adults with generalised anxiety disorder. BJPsych Open, 4(5), 393-400. doi:10.1192/bjo.2018.54","Nordahl_2018_msd_12_sr_3rd_wl_NA_NA","A - Western"
"69","Orvati Aziz, 2020","OrvatiAziz_2020_msd_15_cr_otherpsy_cau_otherpsy_otherctr",3.14465752738138,0.622626028848366,"other psy","cau","Iran","LM",1,"other psy","cau","other psy","other ctr","integration of cognitive-behavioral therapy and short-term psychodynamic psychotherapy","""control group"" probably means no treatment","PSYvsCTR","msd","NR","gen anx","HAMA (?)","cr","post",15,7,"3.44","12.0",29.75,"9.26","12.0",36.67,"8.92","12.0",31,"9.81","12.0",NA,NA,NA,NA,"12.0","12.0","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,2020,"n","ind","ind",15,"oth","adul",24.72,83.33,"oth","gad","adul","some concerns","high risk","some concerns","some concerns","some concerns","high risk",2,3,1,12,12,NA,NA,12,12,9.26,3.44,29.75,7,"other ctr","other psy",0,NA,NA,NA,NA,NA,NA,"Orvati Aziz, M., Mehrinejad, S. A., Hashemian, K., & Paivastegar, M. (2020). Integrative therapy (short-term psychodynamic psychotherapy & cognitive-behavioral therapy) and cognitive-behavioral therapy in the treatment of generalized anxiety disorder: A randomized controlled trial. Complement Ther Clin Pract, 39, 101122. doi:10.1016/j.ctcp.2020.101122","OrvatiAziz_2020_msd_15_cr_otherpsy_cau_otherpsy_otherctr","B - Non-Western"
"70","Orvati Aziz, 2020","OrvatiAziz_2020_msd_15_cr_cbt_cau_cbt_otherctr",2.49009979652561,0.552483139012574,"cbt","cau","Iran","LM",1,"cbt","cau","cbt","other ctr","cbt","""control group"" probably means no treatment","PSYvsCTR","msd","NR","gen anx","HAMA (?)","cr","post",15,10.67,"4.87","12.0",29.75,"9.26","12.0",30.67,"8.46","12.0",31,"9.81","12.0",NA,NA,NA,NA,"12.0","12.0","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,2020,"n","ind","ind",15,"oth","adul",24.72,83.33,"oth","gad","adul","some concerns","high risk","some concerns","some concerns","some concerns","high risk",2,3,1,12,12,NA,NA,12,12,9.26,4.87,29.75,10.67,"other ctr","cbt",0,NA,NA,NA,NA,NA,NA,"Orvati Aziz, M., Mehrinejad, S. A., Hashemian, K., & Paivastegar, M. (2020). Integrative therapy (short-term psychodynamic psychotherapy & cognitive-behavioral therapy) and cognitive-behavioral therapy in the treatment of generalized anxiety disorder: A randomized controlled trial. Complement Ther Clin Pract, 39, 101122. doi:10.1016/j.ctcp.2020.101122","OrvatiAziz_2020_msd_15_cr_cbt_cau_cbt_otherctr","B - Non-Western"
"71","Pallavicini, 2009","Pallavicini_2009_msd_8_cr_bt_wl_NA_NA",-0.0796779339978355,0.61262586312282,"bt","wl","Italy","H",1,"bt","wl",NA,NA,"Virtual Reality + Mobile Phone without Biofeedback Condition (VRM) + Virtual Reality + Mobile Phone with Biofeedback Condition (VRMB)",NA,"PSYvsCTR","msd","co","gen anx","HAMA","cr","post",8,16.87,"7.38","8.0",16.25,"6.7","4.0",22.25,"6.83","8.0",25,"7.43","4.0",NA,NA,NA,NA,"8.0","4.0","1.0","0.0",NA,NA,NA,NA,NA,NA,NA,2009,"n","ind","ind",8,"eu","adul",47,75,"com","gad","adul","some concerns","high risk","some concerns","high risk","some concerns","high risk",0,2,0,4,8,NA,NA,4,8,6.7,7.38,16.25,16.87,NA,NA,0,NA,NA,NA,NA,NA,NA,"Pallavicini, F., Algeri, D., Repetto, C., Gorini, A., & Riva, G. (2009). Biofeedback, virtual reality and mobile phones in the treatment of generalized anxiety disorder (gad): A phase-2 controlled clinical trial. Journal of Cyber Therapy and Rehabilitation, 2(4), 315-327. Retrieved from http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L362154058","Pallavicini_2009_msd_8_cr_bt_wl_NA_NA","A - Western"
"72","Pallavicini, 2009","Pallavicini_2009_msd_8_sr_bt_wl_NA_NA",0.225353212214552,0.614396748483123,"bt","wl","Italy","H",1,"bt","wl",NA,NA,"Virtual Reality + Mobile Phone without Biofeedback Condition (VRM) + Virtual Reality + Mobile Phone with Biofeedback Condition (VRMB)",NA,"PSYvsCTR","msd","co","worry","PSWQ","sr","post",8,47.85,"9.94","8.0",50,"5.29","4.0",44.87,"12.6","8.0",51.25,"9.84","4.0",NA,NA,NA,NA,"8.0","4.0","1.0","0.0",NA,NA,NA,NA,NA,NA,NA,2009,"n","ind","ind",8,"eu","adul",47,75,"com","gad","adul","some concerns","high risk","some concerns","high risk","some concerns","high risk",0,2,0,4,8,NA,NA,4,8,5.29,9.94,50,47.85,NA,NA,0,NA,NA,NA,NA,NA,NA,"Pallavicini, F., Algeri, D., Repetto, C., Gorini, A., & Riva, G. (2009). Biofeedback, virtual reality and mobile phones in the treatment of generalized anxiety disorder (gad): A phase-2 controlled clinical trial. Journal of Cyber Therapy and Rehabilitation, 2(4), 315-327. Retrieved from http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L362154058","Pallavicini_2009_msd_8_sr_bt_wl_NA_NA","A - Western"
"73","Pallavicini, 2009","Pallavicini_2009_msd_8_sr_bt_wl_NA_NA",0.270822295029755,0.615293905823154,"bt","wl","Italy","H",1,"bt","wl",NA,NA,"Virtual Reality + Mobile Phone without Biofeedback Condition (VRM) + Virtual Reality + Mobile Phone with Biofeedback Condition (VRMB)",NA,"PSYvsCTR","msd","co","GAD","GAD7","sr","post",8,7.35,"4.02","8.0",8.75,"6.18","4.0",13.12,"7.25","8.0",14.25,"4.57","4.0",NA,NA,NA,NA,"8.0","4.0","1.0","0.0",NA,NA,NA,NA,NA,NA,NA,2009,"n","ind","ind",8,"eu","adul",47,75,"com","gad","adul","some concerns","high risk","some concerns","high risk","some concerns","high risk",0,2,0,4,8,NA,NA,4,8,6.18,4.02,8.75,7.35,NA,NA,0,NA,NA,NA,NA,NA,NA,"Pallavicini, F., Algeri, D., Repetto, C., Gorini, A., & Riva, G. (2009). Biofeedback, virtual reality and mobile phones in the treatment of generalized anxiety disorder (gad): A phase-2 controlled clinical trial. Journal of Cyber Therapy and Rehabilitation, 2(4), 315-327. Retrieved from http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L362154058","Pallavicini_2009_msd_8_sr_bt_wl_NA_NA","A - Western"
