"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","CHANGES","multi_arm1","multi_arm2","primary_calc","outcome_type","instrument","rating","mean_arm1","sd_arm1","n_arm1","mean_arm2","sd_arm2","n_arm2","mean_change_arm1","mean_change_arm2","sd_change_arm1","sd_change_arm2","n_change_arm1","n_change_arm2","dich_paper","event_arm1","event_arm2","totaln_arm1","totaln_arm2","precalc_g","precalc_g_se","precalc_log_rr","precalc_log_rr_se","other_stat","baseline_m_arm1","baseline_sd_arm1","baseline_n_arm1","baseline_m_arm2","baseline_sd_arm2","baseline_n_arm2","rand_arm1","rand_arm2","attr_arm1","attr_arm2","year","time_weeks","time_weeks_needs_cleaning","time","comorbid_mental","format","format_details","n_sessions_arm1","country","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","sg","ac","ba","itt","rob","adm","notes","outcome_rank","primary",".log_rr",".log_rr_se",".event_arm1",".event_arm2",".totaln_arm1",".totaln_arm2","full_ref","doi","abstract","title","url","journal","id_study",".id.1","culture"
"1140","Verduyn, 2003","Verduyn_2003_msd_bdi-1_post_0_self-report_cbt_cau_cbt(cbt)_cau",0.118,0.332,"cbt","cau","United Kingdom","H",NA,"cbt (cbt)","cau",1,"msd","bdi-1","self-report",17.6,11.1,30,18.9,10.2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,7.6,30,24.6,8.4,13,NA,NA,NA,NA,2003,"0",NA,"post","n","grp","grp",16,"uk","adul",29.81,1,"oth","cut","oth",0,1,"sr",0,2,NA,NA,2,0,NA,NA,NA,NA,NA,NA,"Verduyn C, Barrowclough C, Roberts J, Tarrier N, Harrington R. Maternal depression and child behaviour problems: Randomised placebo-controlled trial of a cognitive-behavioural group intervention. British Journal of Psychiatry. 2003;183(OCT.):342-8.",NA,"Background: Despite the frequently reported association between maternal depression and childhood psychopathological disorder, few studies have attempted to intervene with both conditions. Aims: To evaluate the effect of group cognitive-behavioural therapy (CBT) on child behaviour problems and maternal depression in a group of women with young children. Method: An assessor-masked, randomised placebo-controlled trial compared three treatments: CBT for depression and parenting skills enhancement; a mothers'support group; and no intervention. An epidemiological (general population) sample was recruited. Results: Analysis showed no significant difference between the groups.Within-group comparison suggested that at the end of treatment and at 6-month and 12-month follow-up, child problems and maternal depression had improved significantly in the CBT group. Conclusions: There was no statistically significant difference between groups. Both contact interventions seemed to provide some benefits to mothers with depression, with a possibly improved outcome resulting from CBT for children with behavioural problems.The results must be treated with caution.","Maternal depression and child behaviour problems Randomised placebo-controlled trial of a cognitive-behavioural group intervention","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L37243906 and http://dx.doi.org/10.1192/bjp.183.4.342 and http://elvis.ubvu.vu.nl:9003/vulink?sid=EMBASE&issn=00071250&id=doi:10.1192%2Fbjp.183.4.342&atitle=Maternal+depression+and+child+behaviour+problems+Randomised+placebo-controlled+trial+of+a+cognitive-behavioural+group+intervention&stitle=Br.+J.+Psychiatry&title=British+Journal+of+Psychiatry&volume=183&issue=OCT.&spage=342&epage=348&aulast=Verduyn&aufirst=Chrissie&auinit=C.&aufull=Verduyn+C.&coden=BJPYA&isbn=&pages=342-348&date=2003&auinit1=C&auinitm=","British Journal of Psychiatry","Verduyn, 2003","Verduyn_2003_msd_bdi-1_post_0_self-report_cbt_cau_cbt(cbt)_cau","A - Western"
"1141","Verduyn, 2003","Verduyn_2003_msd_bdi-1_post_0_self-report_sup_cau_sup(placebo)_cau",0.02,0.336,"sup","cau","United Kingdom","H",NA,"sup (placebo)","cau",1,"msd","bdi-1","self-report",18.7,9.4,28,18.9,10.2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,9.1,28,24.6,8.4,13,NA,NA,NA,NA,2003,"0",NA,"post","n","grp","grp",16,"uk","adul",29.81,1,"oth","cut","oth",0,1,"sr",0,2,NA,NA,2,0,NA,NA,NA,NA,NA,NA,"Verduyn C, Barrowclough C, Roberts J, Tarrier N, Harrington R. Maternal depression and child behaviour problems: Randomised placebo-controlled trial of a cognitive-behavioural group intervention. British Journal of Psychiatry. 2003;183(OCT.):342-8.",NA,"Background: Despite the frequently reported association between maternal depression and childhood psychopathological disorder, few studies have attempted to intervene with both conditions. Aims: To evaluate the effect of group cognitive-behavioural therapy (CBT) on child behaviour problems and maternal depression in a group of women with young children. Method: An assessor-masked, randomised placebo-controlled trial compared three treatments: CBT for depression and parenting skills enhancement; a mothers'support group; and no intervention. An epidemiological (general population) sample was recruited. Results: Analysis showed no significant difference between the groups.Within-group comparison suggested that at the end of treatment and at 6-month and 12-month follow-up, child problems and maternal depression had improved significantly in the CBT group. Conclusions: There was no statistically significant difference between groups. Both contact interventions seemed to provide some benefits to mothers with depression, with a possibly improved outcome resulting from CBT for children with behavioural problems.The results must be treated with caution.","Maternal depression and child behaviour problems Randomised placebo-controlled trial of a cognitive-behavioural group intervention","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L37243906 and http://dx.doi.org/10.1192/bjp.183.4.342 and http://elvis.ubvu.vu.nl:9003/vulink?sid=EMBASE&issn=00071250&id=doi:10.1192%2Fbjp.183.4.342&atitle=Maternal+depression+and+child+behaviour+problems+Randomised+placebo-controlled+trial+of+a+cognitive-behavioural+group+intervention&stitle=Br.+J.+Psychiatry&title=British+Journal+of+Psychiatry&volume=183&issue=OCT.&spage=342&epage=348&aulast=Verduyn&aufirst=Chrissie&auinit=C.&aufull=Verduyn+C.&coden=BJPYA&isbn=&pages=342-348&date=2003&auinit1=C&auinitm=","British Journal of Psychiatry","Verduyn, 2003","Verduyn_2003_msd_bdi-1_post_0_self-report_sup_cau_sup(placebo)_cau","A - Western"
"1142","Vernmark, 2010","Vernmark_2010_remission(diag)_scid_post_0_clinician_cbt_wl_cbt(cbtemailtherapy)_wl",1.884,0.474,"cbt","wl","Sweden","H",NA,"cbt (cbt email therapy)","wl",0,"remission (diag)","scid","clinician",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No depression diagnosis - SCID-I",25,7,27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"0",NA,"post","n","gsh","gsh",8,"eu","adul",36.82,0.68,"com","mdd","adul",1,1,"1",1,4,NA,"; In the previous database, number of participants who were assessed by the interview (SCID-I and CGI) at post-treatment (flow chart) were taken as number for MADRS-S.",99,0,1.196004635,0.3253000243,25,7,27,25,"Vernmark K, Lenndin J, Bjärehed J, Carlsson M, Karlsson J, Oberg J, et al. Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression. Behaviour Research and Therapy. 2010;48(5):368-76.","10.1016/j.brat.2010.01.005","Internet-delivered psychological treatment of major depression has been investigated in several trials, but the role of personalized treatment is less investigated. Studies suggest that guidance is important and that automated computerized programmes without therapist support are less effective. Individualized e-mail therapy for depression has not been studied in a controlled trial. Eighty-eight individuals with major depression were randomized to two different forms of Internet-delivered cognitive behaviour therapy (CBT), or to a waiting-list control group. One form of Internet treatment consisted of guided self-help, with weekly modules and homework assignments. Standard CBT components were presented and brief support was provided during the treatment. The other group received e-mail therapy, which was tailored and did not use the self-help texts i.e., all e-mails were written for the unique patient. Both treatments lasted for 8 weeks. In the guided self-help 93% completed (27/29) and in the e-mail therapy 96% (29/30) completed the posttreatment assessment. Results showed significant symptom reductions in both treatment groups with moderate to large effect sizes. At posttreatment 34.5% of the guided self-help group and 30% of the e-mail therapy group reached the criteria of high-end-state functioning (Beck Depression Inventory score below 9). At six-month follow-up the corresponding figures were 47.4% and 43.3%. Overall, the difference between guided self-help and e-mail therapy was small, but in favour of the latter. These findings indicate that both guided self-help and individualized e-mail therapy can be effective.","Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression","http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/971/CN-00749971/frame.html and http://ac.els-cdn.com/S0005796710000069/1-s2.0-S0005796710000069-main.pdf?_tid=2dc862c8-5ade-11e5-92d6-00000aab0f26&acdnat=1442234780_dfbadf711815831a2078ac4a70e25a66","Behaviour research and therapy","Vernmark, 2010","Vernmark_2010_remission(diag)_scid_post_0_clinician_cbt_wl_cbt(cbtemailtherapy)_wl","A - Western"
"1143","Vernmark, 2010","Vernmark_2010_otherdich(sign.improv)_cgi_post_0_clinician_cbt_wl_cbt(cbtemailtherapy)_wl",1.471,0.386,"cbt","wl","Sweden","H",NA,"cbt (cbt email therapy)","wl",0,"other dich (sign. improv)","cgi","clinician",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGI-I (very much or moderate improvement)",20,4,27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"0",NA,"post","n","gsh","gsh",8,"eu","adul",36.82,0.68,"com","mdd","adul",1,1,"1",1,4,NA,"; In the previous database, number of participants who were assessed by the interview (SCID-I and CGI) at post-treatment (flow chart) were taken as number for MADRS-S.",99,0,1.532476871,0.4721895414,20,4,27,25,"Vernmark K, Lenndin J, Bjärehed J, Carlsson M, Karlsson J, Oberg J, et al. Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression. Behaviour Research and Therapy. 2010;48(5):368-76.","10.1016/j.brat.2010.01.005","Internet-delivered psychological treatment of major depression has been investigated in several trials, but the role of personalized treatment is less investigated. Studies suggest that guidance is important and that automated computerized programmes without therapist support are less effective. Individualized e-mail therapy for depression has not been studied in a controlled trial. Eighty-eight individuals with major depression were randomized to two different forms of Internet-delivered cognitive behaviour therapy (CBT), or to a waiting-list control group. One form of Internet treatment consisted of guided self-help, with weekly modules and homework assignments. Standard CBT components were presented and brief support was provided during the treatment. The other group received e-mail therapy, which was tailored and did not use the self-help texts i.e., all e-mails were written for the unique patient. Both treatments lasted for 8 weeks. In the guided self-help 93% completed (27/29) and in the e-mail therapy 96% (29/30) completed the posttreatment assessment. Results showed significant symptom reductions in both treatment groups with moderate to large effect sizes. At posttreatment 34.5% of the guided self-help group and 30% of the e-mail therapy group reached the criteria of high-end-state functioning (Beck Depression Inventory score below 9). At six-month follow-up the corresponding figures were 47.4% and 43.3%. Overall, the difference between guided self-help and e-mail therapy was small, but in favour of the latter. These findings indicate that both guided self-help and individualized e-mail therapy can be effective.","Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression","http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/971/CN-00749971/frame.html and http://ac.els-cdn.com/S0005796710000069/1-s2.0-S0005796710000069-main.pdf?_tid=2dc862c8-5ade-11e5-92d6-00000aab0f26&acdnat=1442234780_dfbadf711815831a2078ac4a70e25a66","Behaviour research and therapy","Vernmark, 2010","Vernmark_2010_otherdich(sign.improv)_cgi_post_0_clinician_cbt_wl_cbt(cbtemailtherapy)_wl","A - Western"
"1144","Vernmark, 2010","Vernmark_2010_remission(diag)_scid_post_0_clinician_cbt_wl_cbt(cbtguidedself-help)_wl",1.385,0.389,"cbt","wl","Sweden","H",NA,"cbt (cbt guided self-help)","wl",0,"remission (diag)","scid","clinician",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No depression diagnosis - SCID-I",20,7,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"0",NA,"post","n","gsh","gsh",6,"eu","adul",36.82,0.68,"com","mdd","adul",1,1,"1",1,4,NA,"; In the previous database, number of participants who were assessed by the interview (SCID-I and CGI) at post-treatment (flow chart) were taken as number for MADRS-S.",99,0,1.090644119,0.3334523597,20,7,24,25,"Vernmark K, Lenndin J, Bjärehed J, Carlsson M, Karlsson J, Oberg J, et al. Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression. Behaviour Research and Therapy. 2010;48(5):368-76.","10.1016/j.brat.2010.01.005","Internet-delivered psychological treatment of major depression has been investigated in several trials, but the role of personalized treatment is less investigated. Studies suggest that guidance is important and that automated computerized programmes without therapist support are less effective. Individualized e-mail therapy for depression has not been studied in a controlled trial. Eighty-eight individuals with major depression were randomized to two different forms of Internet-delivered cognitive behaviour therapy (CBT), or to a waiting-list control group. One form of Internet treatment consisted of guided self-help, with weekly modules and homework assignments. Standard CBT components were presented and brief support was provided during the treatment. The other group received e-mail therapy, which was tailored and did not use the self-help texts i.e., all e-mails were written for the unique patient. Both treatments lasted for 8 weeks. In the guided self-help 93% completed (27/29) and in the e-mail therapy 96% (29/30) completed the posttreatment assessment. Results showed significant symptom reductions in both treatment groups with moderate to large effect sizes. At posttreatment 34.5% of the guided self-help group and 30% of the e-mail therapy group reached the criteria of high-end-state functioning (Beck Depression Inventory score below 9). At six-month follow-up the corresponding figures were 47.4% and 43.3%. Overall, the difference between guided self-help and e-mail therapy was small, but in favour of the latter. These findings indicate that both guided self-help and individualized e-mail therapy can be effective.","Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression","http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/971/CN-00749971/frame.html and http://ac.els-cdn.com/S0005796710000069/1-s2.0-S0005796710000069-main.pdf?_tid=2dc862c8-5ade-11e5-92d6-00000aab0f26&acdnat=1442234780_dfbadf711815831a2078ac4a70e25a66","Behaviour research and therapy","Vernmark, 2010","Vernmark_2010_remission(diag)_scid_post_0_clinician_cbt_wl_cbt(cbtguidedself-help)_wl","A - Western"
"1145","Vernmark, 2010","Vernmark_2010_msd_bdi-1_post_0_self-report_cbt_wl_cbt(cbtemailtherapy)_wl",0.929,0.277,"cbt","wl","Sweden","H",NA,"cbt (cbt email therapy)","wl",1,"msd","bdi-1","self-report",10.3,5.2,29,16.6,7.9,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,5.3,30,21.8,6.6,29,NA,NA,NA,NA,2010,"0",NA,"post","n","gsh","gsh",8,"eu","adul",36.82,0.68,"com","mdd","adul",1,1,"sr",1,4,NA,"; In the previous database, number of participants who were assessed by the interview (SCID-I and CGI) at post-treatment (flow chart) were taken as number for MADRS-S.",2,1,NA,NA,NA,NA,NA,NA,"Vernmark K, Lenndin J, Bjärehed J, Carlsson M, Karlsson J, Oberg J, et al. Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression. Behaviour Research and Therapy. 2010;48(5):368-76.","10.1016/j.brat.2010.01.005","Internet-delivered psychological treatment of major depression has been investigated in several trials, but the role of personalized treatment is less investigated. Studies suggest that guidance is important and that automated computerized programmes without therapist support are less effective. Individualized e-mail therapy for depression has not been studied in a controlled trial. Eighty-eight individuals with major depression were randomized to two different forms of Internet-delivered cognitive behaviour therapy (CBT), or to a waiting-list control group. One form of Internet treatment consisted of guided self-help, with weekly modules and homework assignments. Standard CBT components were presented and brief support was provided during the treatment. The other group received e-mail therapy, which was tailored and did not use the self-help texts i.e., all e-mails were written for the unique patient. Both treatments lasted for 8 weeks. In the guided self-help 93% completed (27/29) and in the e-mail therapy 96% (29/30) completed the posttreatment assessment. Results showed significant symptom reductions in both treatment groups with moderate to large effect sizes. At posttreatment 34.5% of the guided self-help group and 30% of the e-mail therapy group reached the criteria of high-end-state functioning (Beck Depression Inventory score below 9). At six-month follow-up the corresponding figures were 47.4% and 43.3%. Overall, the difference between guided self-help and e-mail therapy was small, but in favour of the latter. These findings indicate that both guided self-help and individualized e-mail therapy can be effective.","Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression","http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/971/CN-00749971/frame.html and http://ac.els-cdn.com/S0005796710000069/1-s2.0-S0005796710000069-main.pdf?_tid=2dc862c8-5ade-11e5-92d6-00000aab0f26&acdnat=1442234780_dfbadf711815831a2078ac4a70e25a66","Behaviour research and therapy","Vernmark, 2010 -email","Vernmark_2010_msd_bdi-1_post_0_self-report_cbt_wl_cbt(cbtemailtherapy)_wl","A - Western"
"1146","Vernmark, 2010","Vernmark_2010_otherdich(sign.improv)_cgi_post_0_clinician_cbt_wl_cbt(cbtguidedself-help)_wl",0.809,0.376,"cbt","wl","Sweden","H",NA,"cbt (cbt guided self-help)","wl",0,"other dich (sign. improv)","cgi","clinician",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGI-I (very much or moderate improvement)",11,4,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"0",NA,"post","n","gsh","gsh",6,"eu","adul",36.82,0.68,"com","mdd","adul",1,1,"1",1,4,NA,"; In the previous database, number of participants who were assessed by the interview (SCID-I and CGI) at post-treatment (flow chart) were taken as number for MADRS-S.",99,0,1.052422906,0.5091585453,11,4,24,25,"Vernmark K, Lenndin J, Bjärehed J, Carlsson M, Karlsson J, Oberg J, et al. Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression. Behaviour Research and Therapy. 2010;48(5):368-76.","10.1016/j.brat.2010.01.005","Internet-delivered psychological treatment of major depression has been investigated in several trials, but the role of personalized treatment is less investigated. Studies suggest that guidance is important and that automated computerized programmes without therapist support are less effective. Individualized e-mail therapy for depression has not been studied in a controlled trial. Eighty-eight individuals with major depression were randomized to two different forms of Internet-delivered cognitive behaviour therapy (CBT), or to a waiting-list control group. One form of Internet treatment consisted of guided self-help, with weekly modules and homework assignments. Standard CBT components were presented and brief support was provided during the treatment. The other group received e-mail therapy, which was tailored and did not use the self-help texts i.e., all e-mails were written for the unique patient. Both treatments lasted for 8 weeks. In the guided self-help 93% completed (27/29) and in the e-mail therapy 96% (29/30) completed the posttreatment assessment. Results showed significant symptom reductions in both treatment groups with moderate to large effect sizes. At posttreatment 34.5% of the guided self-help group and 30% of the e-mail therapy group reached the criteria of high-end-state functioning (Beck Depression Inventory score below 9). At six-month follow-up the corresponding figures were 47.4% and 43.3%. Overall, the difference between guided self-help and e-mail therapy was small, but in favour of the latter. These findings indicate that both guided self-help and individualized e-mail therapy can be effective.","Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression","http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/971/CN-00749971/frame.html and http://ac.els-cdn.com/S0005796710000069/1-s2.0-S0005796710000069-main.pdf?_tid=2dc862c8-5ade-11e5-92d6-00000aab0f26&acdnat=1442234780_dfbadf711815831a2078ac4a70e25a66","Behaviour research and therapy","Vernmark, 2010","Vernmark_2010_otherdich(sign.improv)_cgi_post_0_clinician_cbt_wl_cbt(cbtguidedself-help)_wl","A - Western"
"1147","Vernmark, 2010","Vernmark_2010_msd_madrs-s_post_0_self-report_cbt_wl_cbt(cbtemailtherapy)_wl",0.801,0.273,"cbt","wl","Sweden","H",NA,"cbt (cbt email therapy)","wl",1,"msd","madrs-s","self-report",11.9,6.3,29,17.7,7.9,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,3.8,30,22.1,3.8,29,NA,NA,NA,NA,2010,"0",NA,"post","n","gsh","gsh",8,"eu","adul",36.82,0.68,"com","mdd","adul",1,1,"sr",1,4,NA,"; In the previous database, number of participants who were assessed by the interview (SCID-I and CGI) at post-treatment (flow chart) were taken as number for MADRS-S.",99,0,NA,NA,NA,NA,NA,NA,"Vernmark K, Lenndin J, Bjärehed J, Carlsson M, Karlsson J, Oberg J, et al. Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression. Behaviour Research and Therapy. 2010;48(5):368-76.","10.1016/j.brat.2010.01.005","Internet-delivered psychological treatment of major depression has been investigated in several trials, but the role of personalized treatment is less investigated. Studies suggest that guidance is important and that automated computerized programmes without therapist support are less effective. Individualized e-mail therapy for depression has not been studied in a controlled trial. Eighty-eight individuals with major depression were randomized to two different forms of Internet-delivered cognitive behaviour therapy (CBT), or to a waiting-list control group. One form of Internet treatment consisted of guided self-help, with weekly modules and homework assignments. Standard CBT components were presented and brief support was provided during the treatment. The other group received e-mail therapy, which was tailored and did not use the self-help texts i.e., all e-mails were written for the unique patient. Both treatments lasted for 8 weeks. In the guided self-help 93% completed (27/29) and in the e-mail therapy 96% (29/30) completed the posttreatment assessment. Results showed significant symptom reductions in both treatment groups with moderate to large effect sizes. At posttreatment 34.5% of the guided self-help group and 30% of the e-mail therapy group reached the criteria of high-end-state functioning (Beck Depression Inventory score below 9). At six-month follow-up the corresponding figures were 47.4% and 43.3%. Overall, the difference between guided self-help and e-mail therapy was small, but in favour of the latter. These findings indicate that both guided self-help and individualized e-mail therapy can be effective.","Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression","http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/971/CN-00749971/frame.html and http://ac.els-cdn.com/S0005796710000069/1-s2.0-S0005796710000069-main.pdf?_tid=2dc862c8-5ade-11e5-92d6-00000aab0f26&acdnat=1442234780_dfbadf711815831a2078ac4a70e25a66","Behaviour research and therapy","Vernmark, 2010 -email","Vernmark_2010_msd_madrs-s_post_0_self-report_cbt_wl_cbt(cbtemailtherapy)_wl","A - Western"
"1148","Vernmark, 2010","Vernmark_2010_otherdich(sign.change)_bdi-1_post_0_self-report_cbt_wl_cbt(cbtguidedself-help)_wl",0.708,0.369,"cbt","wl","Sweden","H",NA,"cbt (cbt guided self-help)","wl",0,"other dich (sign. change)","bdi-1","self-report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-end-state functioning BDI (RCI)",10,4,27,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"0",NA,"post","n","gsh","gsh",6,"eu","adul",36.82,0.68,"com","mdd","adul",1,1,"sr",1,4,NA,"; In the previous database, number of participants who were assessed by the interview (SCID-I and CGI) at post-treatment (flow chart) were taken as number for MADRS-S.",2,0,0.9877496959,0.5277122363,10,4,27,29,"Vernmark K, Lenndin J, Bjärehed J, Carlsson M, Karlsson J, Oberg J, et al. Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression. Behaviour Research and Therapy. 2010;48(5):368-76.","10.1016/j.brat.2010.01.005","Internet-delivered psychological treatment of major depression has been investigated in several trials, but the role of personalized treatment is less investigated. Studies suggest that guidance is important and that automated computerized programmes without therapist support are less effective. Individualized e-mail therapy for depression has not been studied in a controlled trial. Eighty-eight individuals with major depression were randomized to two different forms of Internet-delivered cognitive behaviour therapy (CBT), or to a waiting-list control group. One form of Internet treatment consisted of guided self-help, with weekly modules and homework assignments. Standard CBT components were presented and brief support was provided during the treatment. The other group received e-mail therapy, which was tailored and did not use the self-help texts i.e., all e-mails were written for the unique patient. Both treatments lasted for 8 weeks. In the guided self-help 93% completed (27/29) and in the e-mail therapy 96% (29/30) completed the posttreatment assessment. Results showed significant symptom reductions in both treatment groups with moderate to large effect sizes. At posttreatment 34.5% of the guided self-help group and 30% of the e-mail therapy group reached the criteria of high-end-state functioning (Beck Depression Inventory score below 9). At six-month follow-up the corresponding figures were 47.4% and 43.3%. Overall, the difference between guided self-help and e-mail therapy was small, but in favour of the latter. These findings indicate that both guided self-help and individualized e-mail therapy can be effective.","Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression","http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/971/CN-00749971/frame.html and http://ac.els-cdn.com/S0005796710000069/1-s2.0-S0005796710000069-main.pdf?_tid=2dc862c8-5ade-11e5-92d6-00000aab0f26&acdnat=1442234780_dfbadf711815831a2078ac4a70e25a66","Behaviour research and therapy","Vernmark, 2010","Vernmark_2010_otherdich(sign.change)_bdi-1_post_0_self-report_cbt_wl_cbt(cbtguidedself-help)_wl","A - Western"
"1149","Vernmark, 2010","Vernmark_2010_otherdich(sign.change)_bdi-1_post_0_self-report_cbt_wl_cbt(cbtemailtherapy)_wl",0.562,0.37,"cbt","wl","Sweden","H",NA,"cbt (cbt email therapy)","wl",0,"other dich (sign. change)","bdi-1","self-report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-end-state functioning BDI (RCI)",9,4,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"0",NA,"post","n","gsh","gsh",8,"eu","adul",36.82,0.68,"com","mdd","adul",1,1,"sr",1,4,NA,"; In the previous database, number of participants who were assessed by the interview (SCID-I and CGI) at post-treatment (flow chart) were taken as number for MADRS-S.",2,0,0.8109302162,0.5405049434,9,4,29,29,"Vernmark K, Lenndin J, Bjärehed J, Carlsson M, Karlsson J, Oberg J, et al. Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression. Behaviour Research and Therapy. 2010;48(5):368-76.","10.1016/j.brat.2010.01.005","Internet-delivered psychological treatment of major depression has been investigated in several trials, but the role of personalized treatment is less investigated. Studies suggest that guidance is important and that automated computerized programmes without therapist support are less effective. Individualized e-mail therapy for depression has not been studied in a controlled trial. Eighty-eight individuals with major depression were randomized to two different forms of Internet-delivered cognitive behaviour therapy (CBT), or to a waiting-list control group. One form of Internet treatment consisted of guided self-help, with weekly modules and homework assignments. Standard CBT components were presented and brief support was provided during the treatment. The other group received e-mail therapy, which was tailored and did not use the self-help texts i.e., all e-mails were written for the unique patient. Both treatments lasted for 8 weeks. In the guided self-help 93% completed (27/29) and in the e-mail therapy 96% (29/30) completed the posttreatment assessment. Results showed significant symptom reductions in both treatment groups with moderate to large effect sizes. At posttreatment 34.5% of the guided self-help group and 30% of the e-mail therapy group reached the criteria of high-end-state functioning (Beck Depression Inventory score below 9). At six-month follow-up the corresponding figures were 47.4% and 43.3%. Overall, the difference between guided self-help and e-mail therapy was small, but in favour of the latter. These findings indicate that both guided self-help and individualized e-mail therapy can be effective.","Internet administered guided self-help versus individualized e-mail therapy: A randomized trial of two versions of CBT for major depression","http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/971/CN-00749971/frame.html and http://ac.els-cdn.com/S0005796710000069/1-s2.0-S0005796710000069-main.pdf?_tid=2dc862c8-5ade-11e5-92d6-00000aab0f26&acdnat=1442234780_dfbadf711815831a2078ac4a70e25a66","Behaviour research and therapy","Vernmark, 2010","Vernmark_2010_otherdich(sign.change)_bdi-1_post_0_self-report_cbt_wl_cbt(cbtemailtherapy)_wl","A - Western"
